"","rep","code","our_beta0","our_beta1","our_beta2","cc_beta0","cc_beta1","cc_beta2","naive_beta0","naive_beta1","naive_beta2","gs_beta0","gs_beta1","gs_beta2","eta0","eta1","eta2","n"
"1953",1953,0,2.00244528885333,2.99897511011088,3.99931327231782,2.11533159219251,2.88841719839939,3.9983293094334,2.58690761495607,2.70146520214779,3.76459510660049,2.00374631308938,2.99876772409646,3.99884960943833,-3.42563074315805,4.86648504581368,0.317176314439889,100
"1954",1954,0,1.9863201569247,3.01760231707983,3.99830461394034,1.98585545719586,3.01777959753895,3.99831958077049,2.08733597131599,2.86980370943044,4.01756984812112,1.98615922629112,3.01767511851563,3.99829241397739,-2.19764808757459,4.23229347759758,0.684114541348428,100
"1955",1955,0,2.02243775669157,2.97435266836835,4.00102174749539,2.01579919424639,2.98807179147109,3.99713638248678,3.10990045316561,1.85519388112105,4.01129672005378,2.01792614403832,2.97946814292238,4.00082701075671,-2.15118146075543,5.04118710863778,0.273557116023187,100
"1956",1956,0,1.98422551069282,3.01592429773091,3.99997910778881,1.95641782129246,3.04559927146973,3.99938927846154,2.06697769478777,2.90254388876541,4.01154854084807,1.98066771170576,3.02009661109045,3.99978418695836,-1.742804648123,4.93068785863033,-0.323872030425908,100
"1957",1957,0,1.99577063165731,3.0077701515604,3.99855485687013,1.98193631353601,3.02112650558289,3.99859970768887,4.54605228898387,0.12224226349877,4.12924126106323,1.99404378128724,3.00915222083146,3.99864940995687,-2.4460793707395,4.14778452814341,0.276462815605451,100
"1958",1958,0,2.00368839103668,2.99906638963895,3.99876851915001,2.04249419584807,2.96005108893194,3.99876455578688,1.89167350127089,2.78998396142025,4.14770461437289,2.00972205256784,2.99303252950878,3.99871758019596,-20.2664828902494,23.0391190449936,-0.671976592772852,100
"1959",1959,0,2.09235895799363,2.91245500457067,3.99787721167207,2.06536201642629,2.93612087393605,3.99926029447051,2.20449241689794,2.76689545982465,4.01189050298757,2.0802659739417,2.92303750846727,3.99850467432335,-2.32732575186144,4.02841219661433,0.817362539680839,100
"1960",1960,0,2.01733362070819,2.98536144456234,3.99886874675086,2.0175597059985,2.98669806138901,3.9981998921099,2.07217778471006,2.76246068318677,4.06882451557078,2.01714258486245,2.9860383357267,3.99865759505862,-2.10414705786534,4.97490780950054,0.0732307818187348,100
"1961",1961,0,2.02401123942277,2.97439238791444,4.00063811860767,2.01996368565913,2.97687159936499,4.00133485117889,3.98196562587637,0.851928013922321,4.07177116585218,2.02209899521241,2.97567368472189,4.00092086496416,-1.51528049148746,3.81499248269703,0.679963869853257,100
"1962",1962,0,2.09888032745154,2.90301550135359,3.99873352843032,2.10350521575521,2.90161224685642,3.99734688013229,3.74452770532587,1.25281538411939,4.00139136327555,2.10026888859851,2.90267325844622,3.99830028575095,-2.07717077994536,4.91842534881767,1.39421179649683,100
"1963",1963,0,2.0267425885653,2.97313251800325,4.00022472192528,2.01119451891402,2.99128451097075,3.99841574584559,1.93792595896456,2.9982846289079,4.03383757010862,2.01924732017966,2.98120488686298,3.99982406682319,-3.37952592953902,6.7785605209893,-0.135847594025706,100
"1964",1964,0,2.02494301955651,2.97321924243826,4.0009867939365,2.03042796815277,2.96500008231993,4.00196256886773,4.81307891871483,0.143786939136101,4.01763777166107,2.0276070716549,2.9697175838027,4.00127723857284,-1.27861769029533,3.58494939910047,0.639277136700622,100
"1965",1965,0,1.99633139501238,3.00400022778421,3.99983588165799,1.99780301792968,3.00524143033766,3.99880434052223,4.14198556196204,0.418280945201123,4.16885838382347,1.99667868269675,3.00443046714398,3.99954301187348,-1.96344021939131,4.44134959506027,0.676395918147409,100
"1966",1966,0,1.99042000601284,3.0085175717737,4.00026457526283,2.00182681211324,2.99307592997931,4.00284704759364,2.61752445123828,2.30232105451237,4.03002772557127,1.99713031124553,3.00187476360726,4.00024690901219,-1.4641997492162,5.0747063679503,0.0286140419928497,100
"1967",1967,0,2.00755485806001,2.98923369471538,4.00163254510183,1.96265631123646,3.03512601786899,4.00112819283386,3.13732948888683,1.82665119504563,4.01636032000885,1.99163242834899,3.00556709357964,4.00142679832197,-1.8103500422988,3.16241804819635,1.62144288354449,100
"1968",1968,0,1.94568339039168,3.05801704121092,3.9983123066313,1.91105069344364,3.09405845860692,3.99764368133128,2.13848157745098,2.83916524212338,4.01077337635915,1.93106145238616,3.07316371283852,3.99806274276442,-3.20022021009589,5.78538918873957,0.557716115512905,100
"1969",1969,0,1.9987210866883,3.0029352874143,3.99906083425714,2.00761438249774,2.99772390260075,3.99749202773936,2.99164045686994,1.89869715966546,4.04645856699025,2.00361273068123,2.99921382577109,3.99855844329771,-2.12394845858824,4.32749009799031,0.969040068594802,100
"1970",1970,0,1.98288081991002,3.02501933005885,3.99576599240439,1.9748835727058,3.02368884657329,4.00055257839505,4.1329910510797,0.631354787424871,4.11108976944307,1.97939967191303,3.02456079068648,3.99777001070563,-1.25267699810943,3.14326320999012,0.675389880252314,100
"1971",1971,0,1.94821592807691,3.05221766359651,4.00032068561612,1.9510411075148,3.04939733672105,4.00015712128261,4.06147775050317,0.882843849440189,4.02841755318323,1.94926047829247,3.05109089267199,4.00032120219679,-1.44809449951329,3.83783109476726,1.34747556726478,100
"1972",1972,0,1.97980146606299,3.01939748287795,4.00077760165101,1.99284320663482,3.00805596064999,3.99998436907614,2.00066567454018,2.98751399344694,4.00571639796758,1.98616518093763,3.01375096287396,4.00043789921268,-1.44357520092508,3.69210435760151,0.187708776620303,100
"1973",1973,0,1.95643529089415,3.04414461942695,3.99955323289103,1.99552490515475,3.00781584248083,3.99848327703156,1.98115920777975,2.96989756731482,4.0208360120145,1.96569248800683,3.03579402647242,3.99920087020228,-2.96763025373432,6.36557949844652,-0.366463175904588,100
"1974",1974,0,1.9864920273787,3.01324643787886,4.00086596253977,1.95693135443069,3.03265101920872,4.00845988530988,1.88790749742669,2.97794553830522,4.08634786451548,1.96779470865997,3.02902452635732,4.00279658241599,-20.0427214511202,21.7192230322875,1.23699097156293,100
"1975",1975,0,1.98961620441702,3.01154774891035,3.99964123387628,1.97815722907659,3.02428056394309,3.99908820249552,1.88751503892057,2.85602962153669,4.11419110154536,1.98598706786845,3.01567292257275,3.99942851934022,-2.13240180484722,4.55971229143602,-0.0615440961359649,100
"1976",1976,0,2.00724290253986,2.99515654201769,3.99932864930476,2.00534753164209,2.99496095620434,4.00020569170973,2.15953565080946,3.19622766775674,3.65664448563776,2.00651055778738,2.99507121339423,3.99966473778574,-2.06460341407357,4.1208796899899,0.35299331274323,100
"1977",1977,0,1.99246855677295,3.00411885845124,4.00146581557459,1.99233845024358,3.00602633369985,4.00078787040894,1.68790339684707,2.52493676402113,4.29579561832875,1.99215115702402,3.00499109967674,4.00125958186487,-2.36620361910085,6.11055362780739,-0.26438399243657,100
"1978",1978,0,1.99508515565204,3.00260306552024,4.00085654349955,1.99759226255067,3.00190736564387,4.00009844124833,2.07773458381286,2.86593385906387,4.02069195518887,1.99553688233279,3.00243771135091,4.00073820452943,-3.12875751894719,5.46445707987732,0.269106101710845,100
"1979",1979,0,2.01259536551914,2.98398750255216,4.00242512297488,1.98153976180076,3.0094051653856,4.00532221099256,2.30126451689426,2.62371198556792,4.04315900785663,2.00391088494852,2.99026663619345,4.00366895328717,-2.74648542389111,4.6915767869521,0.447878617318178,100
"1980",1980,0,2.07060935197947,2.92387697829927,4.00212170136804,2.03925790669868,2.95633368823394,4.00156079570402,2.48847921075979,2.5056719252734,4.00220679816785,2.05679610613836,2.93822760957099,4.0018597219648,-2.34506284062077,5.87531674659119,1.28225737929124,100
"1981",1981,0,2.00633456621443,2.99324828693598,4.00007651360228,2.00894273984619,2.9904357811531,4.00015087314403,2.74727032232164,1.82273759100795,4.16115885999536,2.00758048279377,2.99189203396977,4.00011729204102,-1.83602869042149,3.92362496630561,0.4548817418523,100
"1982",1982,0,2.01025925643218,2.99071528653029,3.9996044291161,2.03873473069466,2.9620413522309,3.99971200263916,2.00631306187918,2.9883335026834,4.00185335202977,2.01385031110452,2.98694613799242,3.99968024044193,-2.62897879891425,4.3489093595648,0.945646594174987,100
"1983",1983,0,1.98161763933783,3.01881127378502,4.00029372135914,1.9642913481663,3.03750660685283,3.99978809590529,3.13776454754014,1.84269280718626,4.00888978095401,1.97406150098085,3.02683381559517,4.00010162232302,-0.737622862965656,2.86537179736068,0.793626778656489,100
"1984",1984,0,1.99972014975794,3.00250661929522,3.99914412301784,1.98153087862972,3.02147266413104,3.99884266590725,2.41525872557456,2.54029133431605,4.01833976374526,1.99719848411325,3.00534114235472,3.99902360071365,-2.27323352025949,4.14542694519719,0.718007855846466,100
"1985",1985,0,2.01384124495626,2.99145156663924,3.99783990736115,2.02205993800472,2.98074787401719,3.9989065484898,2.42920193615147,2.29277678463727,4.1071198784958,2.01464442141135,2.9897698733744,3.99820894917079,-2.46914888073523,5.00091246314519,-0.369029928138952,100
"1986",1986,0,2.01201795498028,2.99136344067601,3.99869951617055,2.01760344345859,2.98565476169056,3.99876341713646,2.61972335055551,2.33592160238639,4.01712174837921,2.01471133022236,2.98859106659238,3.99873836040096,-3.0810271315765,5.5023322307512,0.00570473738323348,100
"1987",1987,0,2.01967883858977,2.97867487335922,4.00076151041023,2.02033270694286,2.98140479550961,3.99929097269829,4.57044249062975,0.339791617807763,4.03892838440512,2.01982217316835,2.9796784066984,4.00026085482858,-2.56150805873961,4.16568151076964,1.15918904908804,100
"1988",1988,0,2.00616251162943,2.99075594248711,4.00161892424486,2.05529607999383,2.94362860278212,4.0005139072226,2.08266285206794,2.9032375679798,4.00792278826883,2.02105357504573,2.97674534388628,4.00113452778928,-2.44854323195869,4.57772296728318,1.3225764080478,100
"1989",1989,0,1.99528212122902,3.00100446660543,4.0012966275822,1.99643306382666,3.00310602372947,3.99971486854788,2.01593842103655,2.96470180376261,4.00838602542634,1.99560796237568,3.00178919882952,4.00077937304716,-1.8264076280294,3.62045295144795,0.895070719451965,100
"1990",1990,0,1.99038979327359,3.00460905478747,4.0030448654876,1.99119179136829,3.00220212551621,4.00296672189563,3.11197154481081,3.34426523125553,2.84114176905039,1.99045125295905,3.00386590779214,4.00316481817353,-3.57119859006956,5.83119034055864,-0.0386291278572351,100
"1991",1991,0,1.92504619148739,3.07402620334196,3.99954451230286,1.94371101044776,3.06148860743635,3.99686153474905,1.94466705288132,3.04896422245802,4.00234464222428,1.9328465206097,3.06848901214026,3.99854356974358,-19.8112515279672,22.9813494800273,0.994619458549828,100
"1992",1992,0,2.001772658233,2.99870913137286,3.99984521877824,2.11175028042676,2.88717572982223,4.00039706114246,4.7825838505588,-0.160198198513187,4.13019438085244,2.00176695125953,2.99813034017666,4.0000543439789,-2.20540220562342,3.76192402962293,0.822879274860155,100
"1993",1993,0,1.98334474519147,3.01445964777418,4.0012657106177,1.99955118088983,3.00043286299912,4.00018690402753,2.00910092809408,2.96402365304498,4.01282899232619,1.98969770587241,3.0087381933492,4.00098037013765,-1.82768783722492,4.3578459135199,0.175684281016069,100
"1994",1994,0,1.98802741182068,3.01178977079862,4.00009482294015,1.92699891847016,3.07116894906007,4.00068252382419,3.03860558076642,1.94778484605857,4.00491041951658,1.96431178142391,3.03486488075632,4.00032354344117,-1.70362930753613,3.90795918202368,1.54158098886928,100
"1995",1995,0,2.05460686155991,2.94485721080891,4.0001025789027,2.06147679865276,2.9383243359461,3.99999967938659,2.05603016446367,2.94044612947053,4.00101921509318,2.05674221589172,2.94284516164209,4.00006498713931,-3.55497267806298,6.50030805666388,0.0675435798407166,100
"1996",1996,0,1.99952838139329,3.00264689237831,3.99928839893131,1.9875186310557,3.01362798547445,3.99967578605529,2.17964658442422,2.67834864258085,4.05361779810291,1.99449442324395,3.00721526040918,3.99946399649021,-2.53044495891957,3.98172176519775,0.562317106214632,100
"1997",1997,0,2.0230571694743,2.97819605730796,3.99908251468429,2.04906689834575,2.95356474499766,3.99839989072983,1.98060239345674,2.8167905933343,4.10186412207732,2.03497246764901,2.96688264072405,3.99878535979923,-3.77874658462774,5.97557301809406,-0.12045586894464,100
"1998",1998,0,2.01613837424505,2.9860125712425,3.99854757426625,1.96674712859215,3.03232943906219,3.99984953405167,1.97766982359808,2.98905283578425,4.01797911199911,1.99701816852334,3.00398556179302,3.99901130947685,-3.24222015611993,5.35597895478021,0.519159622235721,100
"1999",1999,0,2.00169739585802,2.99669287506848,4.00119685897363,1.97511639845413,3.02381780286949,4.00076837693308,2.14764876315973,2.5146347813606,4.15716173207501,2.00012397564598,2.99855404481307,4.00098908825791,-2.94431956301025,5.67609691614036,-0.591465663308811,100
"2000",2000,0,1.97813602192846,3.01974974362182,4.00084729772335,1.96842797691735,3.02258896998118,4.00464138515195,2.67618001155896,2.29820358963231,4.00990874884102,1.97588958518699,3.02116978528112,4.00116345939258,-1.95258095925783,3.73367714705614,0.830569156811063,100
"2001",2001,0,1.99697843817537,3.00228259791384,4.00026506688659,1.99692920791058,3.00250640006158,4.00020023710009,3.51041778092701,1.3061740401944,4.06151003499966,1.99691769514365,3.002388758647,4.00024795132014,-2.09927066434717,4.24603816392205,0.628225483218999,1000
"2002",2002,0,2.00777930350053,2.99332640984139,3.99962528638256,2.0075366364041,2.99277612071415,3.99993668416589,3.41674145181211,1.24735511710761,4.05763607759688,1.99946977588243,3.00086015958166,3.9999302956288,-1.97605141555731,3.89971074033224,0.465332567614703,1000
"2003",2003,0,1.99938363749615,2.99981761986931,4.00019015290848,1.99938347265055,2.99981745686559,4.00018967366573,2.96476772045059,1.99411572540041,4.01013862394189,2.00004373217981,2.99922290678367,4.0001736606548,-2.46844064358057,4.74171762021429,0.460946734112109,1000
"2004",2004,0,1.99976211305252,3.00102514012264,3.99972600138429,1.99893511863161,3.00146270394544,3.9998257333079,3.68755534291516,1.19368292977794,4.03842838703113,1.99932490882869,3.00122418469692,3.99979774961599,-2.24556989821637,4.44693379130406,0.535990930320654,1000
"2005",2005,0,1.98731392582212,3.01269273817571,3.99999148123981,1.98729899570869,3.01278646714463,3.99996889373,2.00048854295137,2.97565689966673,4.00629767471923,1.99682188132411,3.00329471667526,3.99996063751664,-2.0385899670929,4.41093213533781,0.744425678479474,1000
"2006",2006,0,2.00300413011548,2.9969103526406,4.00003745796279,2.00299899799226,2.9969045971355,4.00002893988995,2.71465021318652,2.15268287774035,4.03803161635373,2.00095296201432,2.9991413445477,3.99997382474664,-2.03668862517126,4.01514735278637,0.531872349967703,1000
"2007",2007,0,2.01059025024426,2.98940619073178,3.99998535147401,1.98625815665545,3.01364662347988,4.00002406943011,3.22385895012737,1.75114126123524,4.00799676601659,2.00283162007821,2.99710225570569,4.00000947154725,-2.26248673587028,4.34939270267132,0.609860187203377,1000
"2008",2008,0,1.99895572641724,3.00046499980794,4.00031810425604,2.00345065963988,2.99587896535666,4.0003411611186,2.76325731586588,2.11611957487357,4.04562417040334,2.00094961700825,2.99842799181679,4.00032968719937,-2.56373021084548,4.96776076519518,0.482189288863316,1000
"2009",2009,0,2.00076865445282,2.99921809254095,4.00002360494769,1.99745580708967,3.00228934185378,4.00009847020996,2.37529625739009,2.57649671574209,4.01464644557866,1.99920771162378,3.00065594800278,4.00006212147421,-2.19692058305103,4.55043070008877,0.668382510572257,1000
"2010",2010,0,2.0012255870783,2.99883212087805,3.99994815729281,2.00141483860918,2.99775730184716,4.00035044232042,3.78733356806341,1.15831076282173,4.01974066370978,2.00133291984393,2.99848784337644,4.00005102112355,-1.98981914694468,4.21403269443693,0.702817454668986,1000
"2011",2011,0,2.00210176908676,2.99875265953191,3.99973406622675,2.00198024402484,2.9986310371463,3.99973566148994,4.53424900189728,0.428813706731404,4.01109899874337,1.99928904295035,3.00069241086452,4.00001802568475,-2.36103421891826,4.59774499556013,0.493080553579961,1000
"2012",2012,0,1.99943691466081,3.00039280890439,4.00005694560238,1.99916034733381,2.99985595744529,4.00037409438253,3.74184678258239,1.07808318954277,4.05605223047713,1.99932666521961,3.00014856041157,4.00019682423567,-2.34420420108859,4.63471860823729,0.484491469799346,1000
"2013",2013,0,2.00246227116498,2.99622108254883,4.00042590679785,1.98716064729775,3.01207938732739,4.00023476352341,2.93818793848292,2.01906479980221,4.01628883298929,2.00043530869974,2.99844269478056,4.00036009755326,-1.82514936377313,3.8518570549613,0.692538293425576,1000
"2014",2014,0,2.00154973715813,2.9995419251359,3.99961896761334,2.00086758149595,2.99964276282163,3.99986147389704,4.09946193890679,0.720683197185652,4.0401861097119,2.00135099788605,2.99955945020375,3.99968950005877,-2.26594034303763,4.41761907847287,0.489201081696742,1000
"2015",2015,0,1.99498896236848,3.00493920430168,4.00001450729343,1.99493632772545,3.00489331263101,4.0000447233176,3.13446546708662,1.84486335141438,4.00628610315806,2.00029494942693,2.99961329959949,4.00002067357791,-2.32749285918122,4.26812085137616,0.665759653005457,1000
"2016",2016,0,1.99803835155552,3.00248640580714,3.99981660165395,1.99847378271295,3.00166205265236,3.99996487099064,3.07441779933896,1.8501354576562,4.02564310336401,1.99820023426591,3.00213242846281,3.99989031410787,-2.19495724368824,4.11590470069822,0.566981508982985,1000
"2017",2017,0,1.99838948714228,3.00203037962887,3.99988023381824,1.99838892350271,3.00203005038283,3.99989414137755,3.76798488675563,1.15675370047599,4.02172771714662,2.00279561108172,2.9976105318462,3.99989088101077,-2.04736870878607,4.45572687482379,0.533066935088155,1000
"2018",2018,0,1.99937763305662,3.00012517331769,4.00019417095243,1.97903224940366,3.02054407571297,4.00013959335179,3.1472575178566,1.84021159977488,4.00421782327095,1.99273205421775,3.00682219071723,4.00016323917107,-2.04844742100686,4.48023788160185,0.815094229778618,1000
"2019",2019,0,1.99960386374137,3.00073388148394,3.99987887942915,1.99539484930756,3.00424844190112,4.00009135463558,2.31559243846311,2.63279570871704,4.01652240413906,1.99913444480244,3.00091283067769,3.99996910251293,-2.16053595732476,4.48098399425827,0.518807535923655,1000
"2020",2020,0,1.99967682183611,2.99869999385621,4.00050751269541,2.00003238221977,2.9990531292038,4.00044126079862,2.08918115915188,2.85920145903164,4.01575941278719,1.99913907568311,3.00102996119911,3.99994780180295,-2.54894595229078,4.66256453933584,0.446244556890816,1000
"2021",2021,0,2.00152135288929,2.9988197218367,3.99988514829675,1.99771517658329,3.00246150385698,3.99997435091153,2.85926183819412,2.05222897136434,4.02929697218892,1.9998501150843,3.00043253800793,3.99991370209481,-2.48128467381824,4.65485991556176,0.741179452173455,1000
"2022",2022,0,2.00142766526429,2.99831534729632,4.00006119512664,2.00179822227357,2.99821722606671,3.99996246675286,3.38187555233605,1.5435188310978,4.0246446757567,2.00151296267347,2.9983134425978,4.00002989714862,-2.31359855992935,4.50238999380597,0.547319983235537,1000
"2023",2023,0,1.9981850209998,3.00244523566247,3.99977129732795,2.00203199015566,2.99825237995123,3.99988603715935,2.32020635234534,2.54979311500199,4.04549196831596,1.99952595892825,3.00094471943259,3.99982532609149,-2.24549639711683,4.65638907539195,0.359345242212159,1000
"2024",2024,0,1.99811587588843,3.00228886203352,3.99983972782136,1.99712110129191,3.00316874479817,3.99988586335751,3.21812763160975,1.65769371872055,4.04090765246534,1.99769097652539,3.00266445678432,3.99986024128575,-2.47417874628988,4.55590715192218,0.3586695401088,1000
"2025",2025,0,2.00281204327696,2.99754586709033,3.99987591179949,2.00538885022382,2.99524561820382,3.99977861657433,3.46004247600809,1.46643862955281,4.02595373570058,2.00401494712975,2.9964390717504,3.99984225268946,-2.18483741808292,4.42123060475268,0.663081973302524,1000
"2026",2026,0,1.99901876744853,3.00042168189947,4.00016332591188,1.99896872917807,3.00051912778773,4.00016569180219,3.59670526737576,2.55395615604343,3.50597240453585,1.99893650269364,3.00047154870227,4.00018159007745,-2.6457021829155,4.90758020106094,0.46473674610389,1000
"2027",2027,0,2.00484879278239,2.99482509227293,4.00005130374348,2.00369294959289,2.99625024423507,3.9999785975703,2.73450517879265,2.157203057808,4.04277997684057,2.00440699070078,2.99535833186556,4.00002923687745,-2.29358276299807,4.54067152642135,0.611348143480365,1000
"2028",2028,0,2.00692102800519,2.99422337878917,3.99959769884882,2.00833029386286,2.99316850530921,3.99948270231165,2.29702858787447,2.61028008748435,4.03105043040243,2.0075112730617,2.99375942611671,3.99955648147733,-1.99738447179751,4.66226482326168,0.527743281354379,1000
"2029",2029,0,2.00039942407643,2.99991800822676,3.99991899161367,2.000399429477,2.99991801267253,3.9999187823808,2.66476387129861,2.28884442895233,4.01198901497656,1.99926636291893,3.00098911331239,3.99993502421005,-2.44281366355067,4.97983987064194,0.127154915032206,1000
"2030",2030,0,2.00409537107103,2.99689646403565,3.99955503005407,2.00816944238589,2.99315032727525,3.99943036598384,4.63288411025318,0.252116582926897,4.0426709742239,2.00504760049364,2.99604967122056,3.99951452596692,-2.2345154912906,4.31694720814047,0.486431763059198,1000
"2031",2031,0,2.0080542179374,2.99148731987314,4.00030403523352,2.00595271197301,2.99450345889528,3.99981455463308,4.17689944212814,0.722026969966561,4.04280038159857,2.00738143063347,2.99228521267011,4.00023104440016,-2.60452920520042,4.79543635699502,0.266757330557271,1000
"2032",2032,0,2.00091526033898,2.99891735324071,4.00004218624102,2.0008993796537,2.99890182612111,4.00004130977566,2.77805745816184,1.67245882929427,4.14916206714118,2.00098175422001,2.99882407475731,4.00004711697287,-2.09928935141852,4.33393636996945,0.484323563917186,1000
"2033",2033,0,1.98586798760873,3.01484038703977,3.99974598679063,1.98060247856388,3.02026023778357,3.99969673542815,3.67939375374564,1.31080841862591,4.0030613673012,1.98438292213884,3.0163933012005,3.9997241243941,-1.99154670761958,4.2856901552413,0.79129380484152,1000
"2034",2034,0,2.00171995212736,2.99826332810621,3.9999843960607,2.00599923659341,2.99456620489509,3.99980446719802,3.13923599535332,1.83080229858751,4.01007832201254,2.00342002842506,2.9967517320846,3.9999283760489,-1.90151376640926,4.00942028373076,0.71060109573103,1000
"2035",2035,0,2.00093473949766,2.99991729956851,3.99955278920087,1.99814632993464,2.99995851552605,4.0008638703205,3.88218024133347,1.87245247544234,3.56376145500986,2.00055759602936,2.99966358620642,3.99982734271113,-2.4072684013511,4.47607001806924,0.399948038186081,1000
"2036",2036,0,1.99937492524065,3.0002141041622,4.00012156483129,1.99937570583848,3.00021474730433,4.00012671207371,4.77024597413467,0.186314167558021,4.01316857616867,1.99510024631076,3.00439326276361,4.00015444287816,-2.52908392093204,4.54694096202239,0.728243055439915,1000
"2037",2037,0,2.00338080394306,2.99589478094146,4.00031292798955,2.00410219985511,2.99558311748469,4.00013366130541,3.43355319965256,1.50601393824924,4.02119834793592,2.00368333623735,2.99573804437459,4.00024759885932,-2.60388679810916,5.14705835546411,0.494189124261242,1000
"2038",2038,0,2.00614127597309,2.99291475041042,4.00029846679337,2.00614127597309,2.99291475041042,4.00029846679337,4.93837777506924,0.033479567704032,4.00808120597022,2.00518570575169,2.99427081403207,4.00016255410204,-2.10587635777992,4.37945065312682,0.678146048017325,1000
"2039",2039,0,2.01134204773142,2.98881195078381,3.99993626632072,2.01278885820304,2.98729064628445,3.99994825210174,4.44517122956759,0.518022180820753,4.01355424985211,2.01183413212745,2.98824791450354,3.99995871110507,-1.82872023840314,4.03613357209027,0.681481401209595,1000
"2040",2040,0,2.00030629785812,2.99882446028628,4.00031879576307,1.98994396828607,3.00863083536467,4.00050656418503,3.62962516405495,1.3200326967851,4.01790226545366,1.99651269090497,3.00238810211665,4.00039654473261,-2.24384820875038,4.31627617656254,0.584849495838263,1000
"2041",2041,0,2.00219691276747,2.99575605122928,4.00074192688251,2.00245827347707,2.99604020443928,4.00054204421164,2.79089056500155,2.10803114988346,4.03606855967318,2.00229094228779,2.99583598967999,4.00067707628098,-2.6860952916937,4.76764827014192,0.441669427875014,1000
"2042",2042,0,2.00469859590939,2.99505734213239,4.00005619931041,2.00218165974958,2.99785571820093,3.99997402656897,2.24342341909738,2.65441826326022,4.03704135707395,2.00367173058598,2.99617004340453,4.00003414836556,-2.21831905520028,4.38969709638668,0.831964378078249,1000
"2043",2043,0,1.99737690603842,3.00194626457868,4.00027882252698,1.99637847611658,3.0033769887166,4.00013122979311,2.36407488892325,2.55109343017576,4.02838732719163,1.99697806169479,3.00246679682581,4.00023907650619,-2.26837748735637,4.58123433215108,0.476043149241633,1000
"2044",2044,0,1.98892008473595,3.00982127508621,4.00043046909396,1.98985218033204,3.00912870822859,4.0002852340672,3.68134544686375,1.17755955967201,4.04736891341033,1.9892507009092,3.00946199921685,4.00042762001144,-2.16844183925151,4.47169853176469,0.654790726627567,1000
"2045",2045,0,1.99912841085103,3.0005366373543,4.00013643517158,2.01439388908073,2.98549183124914,4.00007030102492,2.81354073799945,2.12367405364345,4.02049827876534,2.00159015842722,2.99814819224155,4.00011558959324,-1.91380249573807,4.29996638679556,0.637497699676171,1000
"2046",2046,0,2.00302757272118,2.99670753094836,4.00009845488824,2.00168570963137,2.99822176968958,4.00005551704986,3.02712081486746,1.88325360775967,4.02916546453556,2.00238551762782,2.99737369766582,4.00009698761869,-2.09081545588349,4.11233711581098,0.606369180361364,1000
"2047",2047,0,1.99948358382926,3.00077075068552,3.99993280520217,1.99948360936125,3.00077101246065,3.99993182048603,3.30269595555744,1.17434162673694,4.13049189174983,2.00112957193958,2.99896708694383,3.99997259903146,-1.97865781182033,4.24656553719962,0.58181860313731,1000
"2048",2048,0,1.99625236132366,3.00361009621042,4.00011481311768,1.99469116579032,3.00412796525834,4.00049635905696,3.19340334889185,1.66253941637912,4.05363334917977,1.99580974045757,3.00366298782699,4.00025754621072,-2.43228132327766,4.4527474293016,0.723366230288338,1000
"2049",2049,0,1.99992864258024,2.99983594689246,4.00005703904469,1.99982556043854,2.99981328678956,4.00009136743041,2.5420049321086,2.14878956208963,4.0893502224735,1.99987856507162,2.99982210529038,4.00007516012116,-2.83977486114526,5.43600925620168,0.064997767605661,1000
"2050",2050,0,1.99975825007491,3.00026349449154,4.00001725541229,2.00505168531802,2.99561696433352,3.99978433944761,3.66981088789161,1.27637959060856,4.01894818437074,2.00205570500083,2.99815044623019,3.9999533258214,-1.97886816968842,4.24052638168049,0.569908899079733,1000
"2051",2051,0,2.00040187026173,2.99886778383121,4.0002244546234,2.00054410435224,2.99902651485372,4.000140742388,2.30999562956227,2.62077934337905,4.0220264858346,2.0004197595797,2.99893148230873,4.00020400629723,-2.19165225406947,4.42248008133622,0.62826707181168,1000
"2052",2052,0,2.00185349250701,2.9974886855483,4.00025877115749,1.99952791653634,2.9992912641693,4.00047488076147,3.19430207793918,1.70844708262055,4.03073733626768,2.00088538171534,2.99834315696974,4.00029945887749,-2.00581060399295,4.31018169592622,0.433116340813137,1000
"2053",2053,0,2.00462261995327,2.99538631645414,4.00000278366848,2.00465041582288,2.99542394691813,3.99998399346002,2.55889438318684,2.40680999730564,4.01051496605647,2.00747458148565,2.9924957382595,4.00001512307551,-1.94960947208888,4.05828150745831,0.680983537542743,1000
"2054",2054,0,2.00633156692349,2.99392576668065,3.99990708858509,2.00960087136462,2.99033300284009,4.00005347782988,2.45007478939611,2.41585708984134,4.04578157352223,2.00772654546233,2.9924142258914,3.99996012031038,-2.2354133548185,4.74450149352387,0.163439853555286,1000
"2055",2055,0,2.00051616338395,2.9991700124896,4.00008631560433,2.00051603481116,2.9991698644517,4.00008514038482,2.30496673386811,2.52700392074735,4.04571249193341,1.99958707943402,3.00019081977816,4.00006038313124,-2.42576953612772,4.5497689828071,0.359948259405681,1000
"2056",2056,0,1.99938778548892,3.000499349431,4.00009155320117,2.00111442331667,2.99858737253678,4.00013245146925,2.97801498299683,1.81721322123954,4.05950791679577,1.99943140850328,3.0003750256949,4.00011075212381,-1.7548502468228,3.97367016250238,0.270091954661322,1000
