"","rep","code","our_beta0","our_beta1","our_beta2","cc_beta0","cc_beta1","cc_beta2","naive_beta0","naive_beta1","naive_beta2","gs_beta0","gs_beta1","gs_beta2","eta0","eta1","eta2","n","q"
"1197",1197,0,1.99753847811729,3.00283564732023,3.99978231417609,1.99615373221023,3.00471364442283,3.99962199588063,3.09600085041715,1.74217712200465,4.05122889283883,1.99703039683165,3.0034721995665,3.99974167952074,-2.06888826052926,4.1817215422345,0.42052083119274,1000,0.5
"1198",1198,0,2.00595936796474,2.99513304057193,3.9996536654534,2.00591131194626,2.9950849925252,3.99963321238756,4.83230965770383,0.140143106428899,4.00852021733474,2.00575776406267,2.99448921794011,3.99991266804047,-2.36724725070479,4.15068608625867,0.508802230306393,1000,0.5
"1199",1199,0,2.0005876302348,2.9986768004606,4.00025927358581,1.99813391787468,3.00331576265734,3.99933914175185,2.48176955478932,2.21904628218739,4.08576734896251,1.9999778178635,2.99936228039745,4.00022972265731,-2.49584837233615,4.82904341280419,0.351641368489357,1000,0.5
"1200",1200,0,1.99657254433326,3.00310648881303,4.00015230511456,1.99534465603947,3.00374025059811,4.00031026989326,2.07753796699169,2.77452982524861,4.04571657934686,1.99634544372203,3.00323778672779,4.00017416745358,-2.48505301603929,4.66186308648465,0.399022534760027,1000,0.5
"1201",1201,0,2.00225302455714,2.99785088351013,3.99997082589207,2.00225797463143,2.99785581533627,3.99997525615093,2.36299575683722,2.50842839727331,4.03684303179212,2.00155110954119,2.99798686569158,4.00013839750704,-1.93399594416999,4.11037780508311,0.441191486074383,1000,0.5
"1202",1202,0,1.9832479299204,3.01512295591643,4.00045048897262,1.98378334378219,3.01571019133071,4.0002990341414,4.656879808484,-0.194054425331821,4.13551122318886,2.00030503105266,2.99985612044693,3.9999669035815,-1.88634754656309,4.06064228656968,0.516522133751007,1000,0.5
"1203",1203,0,1.99156338949264,3.00854812388934,3.99994741511261,1.99156495026151,3.00854975889779,3.99995436682279,2.54138744917926,2.4087016433792,4.01420909850588,1.9978571574128,3.00224964069599,3.99995325650333,-1.93829042553298,4.09986819473027,0.421738664950743,1000,0.5
"1204",1204,0,2.0019562895181,2.99816822333173,3.99997404103274,2.00184385400773,2.99801812271503,4.00005296791521,4.72400760306384,0.0298639752549395,4.06499055322664,2.00070100760069,2.99926744591616,4.00002254988687,-1.97513190738197,4.10701459237592,0.637766041465029,1000,0.5
"1205",1205,0,2.00120490807293,2.99876279527725,3.99998435007127,2.00129080922372,2.99884757053232,3.99992688712902,2.63059863557974,2.17038256232643,4.05684619851729,2.0010993429348,2.99891071373894,3.99996713756568,-1.87829075711869,3.87215735485252,0.43900019420526,1000,0.5
"1206",1206,0,1.99287677831796,3.00517417769643,4.00060257844164,1.99313112329533,3.0054355791034,4.00064539837072,2.04103923527858,2.87169117140638,4.02584726382398,1.99590912718248,3.00396789699197,4.00004021073428,-2.77679165486677,5.1069024655222,0.303058840414897,1000,0.5
"1207",1207,0,1.99292126319434,3.00621905561253,4.00027726907975,1.99154885694257,3.00782763566157,4.00025140799674,4.22584291278921,0.733101321459341,4.01349668277437,1.99255834941609,3.00665325084709,4.00026861060189,-2.06481843020162,4.24819967539903,0.47143831600426,1000,0.5
"1208",1208,0,1.99978879447362,3.00164147170121,3.99946526302633,2.00356392685539,2.99690273886079,3.99973046131206,3.65648391449526,1.3018720203399,3.98430716934853,2.00010685217884,3.00105721689036,3.99955445407003,-2.36241405186601,4.6624093880795,0.433845980560426,1000,0.5
"1209",1209,0,2.00646556063954,2.99400540804577,3.99984225785629,2.00635586884911,2.99389505625287,3.99988980292609,3.00939491300586,1.92061719009331,4.01979133366003,2.00108013131823,2.99832780776639,4.00016460978421,-2.34191589800079,4.58981732255912,0.575839339012522,1000,0.5
"1210",1210,0,1.9955993764898,3.00454831324957,3.99992441560863,2.00146285986666,2.99964784801342,3.99958234342488,2.68517660877362,2.2494052388358,4.02435558240034,1.9976542583544,3.00275050509582,3.99983610766726,-2.15917494546296,4.33086203074195,0.738342657665456,1000,0.5
"1211",1211,0,1.99982269173925,3.00078385654032,3.99981009285755,1.99821162329437,3.00170368414516,4.00012711409001,2.34887141829212,2.58081567471379,4.02401056340457,1.99935957278407,3.00114137705548,3.99985555839351,-1.87015561903833,4.12789375502607,0.480288995709607,1000,0.5
"1212",1212,0,1.98592724036444,3.0127839252465,4.00036467015428,1.98609072200849,3.01294767770745,4.00035926034869,4.21036774461612,0.753496374204502,4.01029847113408,1.99092543609844,3.00896416149758,4.00002310694952,-2.35967144481048,4.31355921389873,0.627853677906837,1000,0.5
"1213",1213,0,2.00512163385504,2.99472389128564,4.00005162130822,2.0012128267049,2.99994132316719,3.9996483123082,4.90728948745284,0.0624876685023186,4.01087644003445,2.00377468381101,2.99632360282648,3.99997517359971,-2.02662885119786,4.13710042460952,0.909230396716185,1000,0.5
"1214",1214,0,2.0032843779348,2.99675763537152,3.99999144947588,1.99069216477141,3.00870724753279,4.00019457041671,2.95393288706333,1.90219039797057,4.04498286895164,2.00259172430945,2.9972742165539,4.00004798143813,-2.53001129968375,4.71313333476531,0.471202606709114,1000,0.5
"1215",1215,0,1.99829826226946,3.00194963710764,3.9999324845041,1.99815519993743,3.00179808782422,4.00002177268471,4.46682518264232,0.492865060072346,4.01153958527851,1.99690451905905,3.003166600347,3.99998824774684,-1.70647930940789,4.04478666523296,0.864136721710667,1000,0.5
"1216",1216,0,1.99579873447712,3.0039660687469,4.00004307109508,1.9979103500114,3.00179002871565,3.99997614550708,2.16880298478189,2.52297808448855,4.09656170736925,1.99633944083584,3.00323126753485,4.00009939507118,-2.71306963243774,5.28343880142578,-0.00575734554989448,1000,0.5
"1217",1217,0,2.00393410917704,2.99555673053113,4.00018899635528,2.00393054426718,2.99555314597291,4.00017522336646,3.1818361935904,1.71616231332374,4.02973614332695,2.00417624139883,2.99598750018451,3.99997471074922,-1.85900522876252,4.18779650135869,0.404206955922586,1000,0.5
"1218",1218,0,2.00016947533283,2.99896001227521,4.00024019403252,2.00017657465422,2.99896652404416,4.00024975426724,2.49989359969071,2.47497668133111,4.00759109138937,1.9857086276695,3.0133415268029,4.00027405303966,-2.01585431525567,4.39682719714149,0.606185867386573,1000,0.5
"1219",1219,0,2.00540040640149,2.99429070312706,4.00009064242561,2.00551253339315,2.99440006829701,4.00003136669923,3.23813238163959,1.69710225661591,4.01804803383268,2.00160777895383,2.99811856933402,4.00007993175069,-2.35650150318047,4.47243164621552,0.588919553699793,1000,0.5
"1220",1220,0,1.99367297335116,3.00619070117118,3.99999573416281,1.99364899698851,3.00616751810065,4.00000030261367,2.28342221034531,2.64731308729825,4.01948572807298,2.00069802788559,2.99895716141323,4.00006177341321,-2.28298763293221,4.46121936104706,0.294722559586806,1000,0.5
"1221",1221,0,2.00183845113919,2.99853420669648,3.99980458611015,2.00489698951428,2.99516015546903,3.99988689244201,2.80755985526807,2.12714718786231,4.02353921714432,2.00321562316223,2.99707981857707,3.99982087066364,-2.48438499405217,4.84311279869473,0.730183219536348,1000,0.5
"1222",1222,1,1.99786174131077,3.00213620064927,3.99999817633355,1.99367902106664,3.00585188647064,4.00010597233317,4.20332126511045,0.785348114891547,4.00261973929418,1.9973725799157,3.00264158823805,3.99999460925024,-2.14382115895225,4.29635340809019,0.462276103907568,1000,0.5
"1223",1223,0,2.00157397246314,2.99867306038949,3.99986570469054,2.00026881400518,2.99956127355846,3.99999650384028,4.35589482232176,0.491689980105064,4.04030563595425,2.00145851826895,2.99867530534526,3.99990048628866,-1.89457953635092,4.02584610634856,0.628015561610016,1000,0.5
"1224",1224,0,1.99657692590069,3.00235492599913,4.00041131403346,1.99626601628963,3.00208887065821,4.00061660440999,2.63377042554461,2.2470768449434,4.03961722875286,1.99650013996714,3.00227053584309,4.00046786122741,-2.12609593562557,4.32236011049848,0.356705334052485,1000,0.5
"1225",1225,0,2.00027339668058,3.00000152592509,3.99991017457174,2.0089658573699,2.98982785637737,4.0005501381285,1.95966410989062,2.97616104406458,4.02099622232425,2.00025113665687,2.99990266650129,3.99996074816301,-2.2918610075092,4.7386331553106,0.419244310426813,1000,0.5
"1226",1226,0,2.02114756727093,2.97796763610376,4.00023631196655,2.0211340993597,2.97795372534961,4.00019215495934,3.25631317445447,1.71373711950883,4.00871068708951,1.99507823517317,3.0047539797913,4.00002019769948,-2.07252928984714,4.2977520538055,0.731963491502109,1000,0.5
"1227",1227,0,1.99195589973458,3.00711366473437,4.00025284090053,1.99195261256284,3.00711031089683,4.00024562127234,3.02844043298671,1.87391869032545,4.02600348207546,1.99022524926733,3.00950913960589,4.00006682289408,-2.47846844775321,4.40863371489172,0.261799228998524,1000,0.5
"1228",1228,0,2.0026226570274,2.99653376856241,4.0003271979325,2.00323056793078,2.99505056296882,4.00060970201031,3.32187730379204,1.54158960785223,4.04818413759209,2.00299928134312,2.99599597307909,4.00038191729374,-2.03717396117301,4.17460305606664,0.541474732068054,1000,0.5
"1229",1229,0,2.0070412720266,2.99252826554804,4.00010170462804,1.99427088147445,3.00451317662837,4.00038602197458,2.21710595180193,2.68860752036492,4.02879449794428,2.00609295475263,2.99327973074686,4.00016307898378,-2.08011371288988,4.25058911048168,0.475812271024112,1000,0.5
"1230",1230,0,2.00013966080744,3.00077682633481,3.99961595889597,2.00072381319964,3.00047952934757,3.99943709920196,3.92477102510906,2.12637371433751,3.42537211265602,2.0003868928548,3.00065480903051,3.99954230710607,-2.14965354333981,4.85930891195551,0.354933947501774,1000,0.5
"1231",1231,0,2.0006204543783,2.99856000185314,4.00029091913193,2.00185620013146,2.99867457015188,3.99986507376553,2.95461830720942,1.82350000220676,4.07001300868495,2.00090554810126,2.99854195530572,4.0002113059642,-2.42179626839405,4.64720017914508,0.523084173720046,1000,0.5
"1232",1232,0,2.00086272057251,2.99903722941071,4.00003806756837,1.98744403875767,3.01152067848707,4.00037201962179,3.11992497958666,1.84421424147037,4.01204954785717,1.99828509206331,3.00132693162634,4.00014759724236,-2.15053676243846,4.30695951819024,0.830834709350126,1000,0.5
"1233",1233,0,1.99823420083308,3.00092115673415,4.00037499596444,1.99035702715276,3.00707186404734,4.00107655301559,2.62706806527973,2.31828376957445,4.02000883049793,1.99603751213819,3.00279204033888,4.00049527571302,-2.19789790504978,4.57080071573962,0.639926763937544,1000,0.5
"1234",1234,0,2.00237297613751,2.99755811406043,4.00007436829095,2.0021592485614,2.99770594364728,4.00007323049088,2.23055634378474,2.66949105134761,4.03154867937601,2.0023436707165,2.99757469314795,4.00006910987151,-2.11749510165613,4.22512967362386,0.508242356582114,1000,0.5
"1235",1235,0,1.99795813223131,3.00215448771755,3.99996748477022,1.99795716782132,3.00215356017074,3.9999661105223,3.66834442168573,1.11965270433372,4.05534010826338,1.99838410774146,3.00183198779972,3.99993862064538,-2.42215812187169,4.40382890031033,0.683931180617934,1000,0.5
"1236",1236,0,1.98739930863623,3.01253268050497,3.99999666938344,1.99255201154022,3.0066854852702,4.00028878576932,4.63546102671122,0.288708673232614,4.02485338321658,1.98863310853649,3.01120004616584,4.00003354007168,-2.25689733818277,4.4574750104623,0.563555660122649,1000,0.5
"1237",1237,0,1.99213364213124,3.00766673361231,4.00011786644358,1.99213128478262,3.00766556343438,4.00010949850123,2.42142714872302,2.29091717910501,4.07931170731408,1.99827231442678,3.00158846428623,4.00009266013498,-2.44214955463608,4.69359796260631,0.964172868752728,1000,0.5
"1238",1238,0,2.00001967646845,2.99900218900602,4.00022750113781,1.99960076280637,2.99952994617971,4.00018448231536,2.54855852570341,2.34285091289284,3.99659049853267,1.99976572084573,2.99925452081371,4.00022842206365,-1.87761181413414,4.16189592397597,0.698145837566984,1000,0.5
"1239",1239,0,1.99874360537595,3.00200723725308,3.99968521147763,1.99825953930712,3.00393841959173,3.99917370228158,3.51851418094215,1.22113852205265,4.08693508409333,1.99880954934938,3.00228028243779,3.99955978546782,-2.04580602422682,4.34342239633711,0.229972488182605,1000,0.5
"1240",1240,0,1.99041611869066,3.00932819113958,4.00005582850874,1.99041640196686,3.00932849024126,4.00006032783414,2.92764634970256,2.06415489773451,4.00222267184878,1.99674659208746,3.00274206035009,4.00012827389106,-2.89847475573722,5.33695164620168,0.441766619999633,1000,0.5
"1241",1241,0,2.00422737205775,2.99576067715267,4.00004833526741,2.00423241056243,2.99673429874001,3.99968459638277,3.54254177723179,1.2823050960267,4.05998244126974,2.00404821646399,2.99613282580701,3.99997789645877,-2.26569607229537,4.38963863236147,0.732281575368768,1000,0.5
"1242",1242,0,2.00136946642631,2.99859437469808,3.99999454118874,2.00137169428614,2.99859656494908,4.00000175648794,2.56243472782294,2.28257792008405,4.0425342131604,2.00065241450823,2.99928173417039,4.00000689986575,-2.09830914871374,3.9393523950245,0.407158242141676,1000,0.5
"1243",1243,0,1.99977672370849,2.9998789570584,4.00007412601199,2.00068143276043,2.99889180415933,4.00018556849202,2.45001857508856,2.38033156669984,4.05091767264825,2.00034547276829,2.99936411675956,4.00006106192094,-2.46752744886902,4.54873525341999,0.440822827723757,1000,0.5
"1244",1244,0,1.99633302843208,3.00416324878815,3.99987600212444,1.99860208680546,3.00147721467614,3.99991121246508,3.70147503084491,1.07179393581041,4.07211273021319,1.99713579042068,3.00322580278161,3.99989554407772,-2.01453317404063,4.37557747309834,0.571444547093373,1000,0.5
"1245",1245,0,2.01822557423834,2.98136727764675,4.000151907647,2.01261320806424,2.98611617653708,4.00042302314255,4.2940410356919,0.676328410589047,4.0102764000951,2.01676044527416,2.98258068568073,4.00023385242308,-2.05142827303789,4.30028296294175,0.789657304442507,1000,0.5
"1246",1246,0,2.00201346324982,2.99769097926523,4.00012657025788,2.00094140671311,2.9984063054763,4.00022645162111,2.86331830332816,1.94611639399637,4.06918881174088,2.00161444909019,2.99800502966339,4.00014829943136,-2.32119112005984,4.4393575636926,0.409643888739415,1000,0.5
"1247",1247,0,1.9970769891255,3.00293572503621,4.00001321112406,1.99702980197439,3.00288853466449,3.99999874178949,3.5563143401031,1.42873164781601,4.00396538862176,1.99677167087822,3.00302641768783,4.00006689378666,-2.00112662624406,4.6596685577105,0.740097094462092,1000,0.5
"1248",1248,0,1.99854184378133,3.00059094351168,4.00022640987468,1.99859008316847,3.00063911945936,4.00023336259282,3.34647747874328,1.50579935916228,4.0376996393705,1.99790566963125,3.00151050990446,4.00015647404434,-3.3325749430774,5.65325729675188,0.438231996928982,1000,0.5
"1249",1249,0,2.00033317835934,3.00057378871786,3.99976646652171,2.00020903299667,3.00044964549569,3.99980949639815,3.06178477242689,1.91614255421658,4.00586528651903,1.99996687865014,3.00016978883752,3.99997788873027,-2.33542124299646,4.34893122588648,0.575275731367918,1000,0.5
"1250",1250,0,1.99806724920425,3.00192417832192,4.00002814342401,1.99649029909759,3.00378161686878,3.99994330790907,3.13260487774891,1.76204196873813,4.03859216395324,1.99748743018299,3.00255436586087,4.00001272918132,-2.77190683020867,4.95691859087333,0.446658747179375,1000,0.5
"1251",1251,0,1.99720787826664,3.00282533377325,3.9999573256082,2.00327274236297,2.99725070999565,3.99980698857084,2.92611133146264,2.01965689341029,4.01703426135863,1.9989728674381,3.00113349203534,3.9999365016072,-2.65115026210012,4.86613258349508,0.442013440808307,1000,0.5
"1252",1252,0,2.00074456420413,2.99914427874072,4.00006160316352,2.00074156815803,2.99914128449948,4.00005355688016,4.23861545595692,0.736747375271893,4.00716039286748,2.00101365366182,2.99900697530173,4.00001854306568,-2.14744667499175,4.03107727893698,0.442018324869733,1000,0.5
"1253",1253,0,1.99870588307902,3.00125571027536,4.00001966473944,1.98561087648166,3.01758933530785,3.9987330110291,3.05717777056515,1.81717393131476,4.03593784365069,1.99882114174608,3.00164164891917,3.99984010211383,-2.40645063297865,4.74925529253277,0.514845550294547,1000,0.5
"1254",1254,0,2.01430229399221,2.9852043137811,4.00028692248497,2.01429527006316,2.98519960212185,4.00028322703298,3.05340595473499,1.88789949299126,4.02277587948145,2.01555416254455,2.98394991530229,4.00028565407675,-2.58527241028442,4.77209823344554,0.377265544921351,1000,0.5
"1255",1255,0,1.99935169793384,3.00080470905725,3.99995736488945,1.99935240797792,3.00080544786186,3.9999596341261,4.76860644266938,0.0503665833062986,4.04618314913947,1.99981029911705,3.0000254706607,4.00004218634386,-2.04420741089713,3.95623102900135,0.905184835430644,1000,0.5
"1256",1256,0,1.99696094325177,3.00354374221455,3.99985177033135,1.99686788475195,3.003456705315,3.99988223760007,3.42542611896874,1.4007228466468,4.04786637904633,2.00216779687164,2.99784638217976,3.99999871094445,-2.38004593874944,4.69602638362647,0.55425040959508,1000,0.5
"1257",1257,0,1.99445186749837,3.00556592406003,4.00001542614865,1.99885283396581,3.00040012099919,4.00026279391547,3.54908923121746,1.3981832825341,4.01661533285324,1.99596318710979,3.00382735032801,4.00009167753801,-1.66082521918702,3.80937882722399,0.435519834522803,1000,0.5
"1258",1258,0,2.00552868693291,2.99488564247453,3.99991466283045,2.0027293878878,2.9976769329905,3.99982515364981,4.23924908372177,0.566041679070948,4.05929373850718,2.00513175872705,2.99505133356605,3.99998395555464,-2.0225970152596,4.11814383807043,0.528104596681915,1000,0.5
"1259",1259,1,2.00694227017934,2.9928344392597,4.00005963353187,2.0008612164071,2.99916625843645,3.99999790803534,2.52180104441534,2.43955049911384,4.00950901793056,2.00588781821812,2.99383909285742,4.00007168648605,-2.42051467063146,4.4721565568905,0.446755961679181,1000,0.5
"1260",1260,0,2.00475608619877,2.99502368180486,4.0001647567804,2.0099583292671,2.99101018502005,3.9996855553813,3.99948643513362,0.827581043534308,4.06262970356579,2.00548842845271,2.9945533996725,4.00006018759193,-2.08264820999262,4.05485505973686,0.702104252205664,1000,0.5
"1261",1261,0,1.99581131607768,3.00425858275741,3.99996918291405,2.02098373651011,2.97748771252977,4.00060204006716,2.48122656595244,2.42536567145929,4.03339194946363,1.99742340818017,3.00222557013378,4.00013142358389,-2.21227735114909,4.25025757063773,0.351872889927703,1000,0.5
"1262",1262,0,2.00562978071108,2.99414040833552,3.99999570684221,2.01376199785981,2.98613125317753,3.9999512291148,3.06339938802508,1.88004925946259,4.01995527979457,2.00619885525842,2.99357664392178,3.99999400705441,-2.15809129997116,4.45198403040951,0.414154201588994,1000,0.5
"1263",1263,0,1.98456460026207,3.0140315568361,4.0004954756238,1.98914602073791,3.01031175309754,4.00022715560779,2.57208236134055,2.39516494976274,4.01186774936797,1.98561944039394,3.01318431835839,4.00043048699905,-2.27647874376317,4.52829635498154,0.490985310022193,1000,0.5
"1264",1264,0,2.01509097393808,2.98708127381937,3.99938568859658,2.01461546659498,2.986605358081,3.9995600301451,2.56163960089186,2.43076842571779,4.00200866701201,2.00009334085009,2.99967205054674,4.0000566265985,-2.87194210652895,5.33980470455636,0.616653981055104,1000,0.5
"1265",1265,0,1.99566874957965,3.00389751968028,4.00011635558127,1.98086589574125,3.01908827888409,3.99996929362481,3.25452387895647,1.65708636640535,4.02998999324828,1.99500522578399,3.00462207699975,4.00009323754997,-2.21221866834962,4.32090971945931,0.409506105192593,1000,0.5
"1266",1266,0,2.00847893128071,2.9917295487034,3.99997395110891,2.02108502827157,2.97826060042796,4.00023868825228,2.72200392628416,2.24570539235587,4.01045669357357,2.01221227886862,2.98775379733518,4.00004821207865,-2.43378327920177,4.37800944691265,0.460685962649043,1000,0.5
"1267",1267,0,1.99776289041806,3.00171257320984,4.00015757457188,1.99776289041806,3.00171257320984,4.00015757457188,2.12207716287847,2.85472993320077,4.0062627650388,1.99961325382592,3.00024916682257,4.00003792436692,-1.80569607237515,4.22947758795338,0.507329249387111,1000,0.5
"1268",1268,0,1.99497164255574,3.00611824391398,3.99963280130667,1.99297343493559,3.0082522614213,3.99961521540327,2.12386242966002,2.65131530426317,4.07639602990119,1.99439725331839,3.00667546957824,3.99964587167302,-2.63178243700175,5.02319193254913,0.0599242874213694,1000,0.5
"1269",1269,0,2.01742639889133,2.98243877590578,4.00000773720629,2.01584870182554,2.98335881177722,4.00024422411987,2.20873178502651,2.75194644491715,4.01398913954701,2.01694628506979,2.98272249057549,4.00008161190623,-2.28599127618326,4.72393382992617,0.439066645449944,1000,0.5
"1270",1270,0,2.00223651848872,2.99715231353441,4.00019567673152,2.00346250155767,2.99710522902918,3.99984359041872,2.33075355726403,2.49345165997404,4.05183225501466,2.00258044015303,2.99704694223337,4.00012791546611,-2.18959900874855,4.39765877133353,0.839193285481217,1000,0.5
"1271",1271,0,1.99833019261335,3.00178393187988,3.99994527953439,2.01614799284276,2.98334194655341,4.00018389501718,3.40034214261373,1.55642367827527,4.01495398362189,2.00185611762108,2.99810060529511,4.00000391609797,-2.03583330830077,4.37666160546163,0.513819869961473,1000,0.5
"1272",1272,0,2.00024629653075,2.99989824251109,4.00005874399871,2.00747029168089,2.99291631415553,4.00003367846202,4.93105576959138,1.01041836119173,3.46398877555177,2.00025656835822,2.9999179347853,4.00006961220641,-2.0421510442293,4.58364680578835,0.620959618490881,1000,0.5
"1273",1273,0,2.00016436760339,2.99998147912569,3.99994362472656,2.00017629311807,2.99999368047996,3.99996399855246,2.44003900165423,2.44480047570847,4.03233876279568,2.00099259899116,2.99907604850755,3.99996798708093,-2.0715535438197,4.24153011411529,0.281168152374432,1000,0.5
"1274",1274,0,2.00162876088076,2.99918820789717,3.9997218212361,2.00635984075192,2.99506620314398,3.99934437457345,2.99597839894859,1.89672658101593,4.03248541596365,2.00165609764244,2.99896560697105,3.99977532958766,-2.795166993395,4.86411353862544,0.392671258949414,1000,0.5
"1275",1275,0,1.99690965034443,3.00228142837824,4.00032643336135,1.9996572967598,3.00011090704104,4.00014958804688,2.58327107995476,2.24039764837882,4.05260057076345,1.99710417679214,3.00220546691301,4.00028891106954,-2.51522310507432,4.38408047944171,0.496661575896542,1000,0.5
"1276",1276,0,1.99793197852306,3.00238918121546,3.999905673383,1.98923649025412,3.0101084947517,4.00020505665506,2.2602274135337,2.5783272295145,4.05601516785204,1.99671300831483,3.00339141469801,3.99996944609037,-2.50176807461442,4.69624139389896,0.400557153133735,1000,0.5
"1277",1277,0,2.00612808603399,2.99327660922747,4.00017153945848,2.00612655909182,2.99327504532151,4.0001693595274,2.52161459706982,2.42080444062891,4.01555818693837,2.00377081395059,2.9959855083003,4.00007374649692,-2.12991908044826,4.47562796115451,0.292308874037743,1000,0.5
"1278",1278,0,2.00862877379309,2.99149351245652,3.9999815589225,1.99697070711004,3.00214797941757,4.00034191979219,3.71185941843214,1.2103185975985,4.02445312485101,2.00771462026865,2.99217296279487,4.00005687909714,-2.12456598296894,4.34560743904954,0.618561346624379,1000,0.5
"1279",1279,0,2.00092806550711,2.99860071507851,4.00011876704653,2.00074796359814,2.99841642710963,4.00022523780757,2.24274072823359,2.59936275291926,4.04687281416294,2.00067155362376,2.9989219973489,4.0000980144226,-2.54322615243337,5.00420421527706,0.371188077262434,1000,0.5
"1280",1280,0,1.99697874935386,3.00333340114306,3.99988681886331,1.98292411966101,3.01770802981986,3.99980331389817,2.83297773125803,2.14690675075245,4.00721963746515,1.99465535743176,3.0056931633863,3.99988177610602,-2.18677828528094,4.40998529356565,0.718843435945075,1000,0.5
"1281",1281,0,2.00601003251685,2.99441094696483,3.99983483869854,2.00585117162741,2.99392258599678,4.00005442361606,2.55986033167297,2.15790145063309,4.05780994873619,2.00032516741709,2.99964459375841,3.99999570841988,-2.39237150318172,4.74491436749208,0.343559256819113,1000,0.5
"1282",1282,0,2.00327491046424,2.99577232228557,4.0002941112355,2.00336244458223,2.99585980536072,4.00027276555687,2.6045892944722,2.34065168791844,4.01581646953707,2.00333695232877,2.9970018685358,3.99988636836213,-2.61862540927416,4.80764269009074,0.481298874858926,1000,0.5
"1283",1283,0,2.0030907971721,2.99732128164999,3.99985284551704,2.00502808711206,2.99540175821006,3.9998539353907,2.91840902211569,1.88203079193551,4.0702313236056,2.00366453674356,2.99673396822344,3.99986153393024,-2.23655653562026,4.69346611567294,0.174169681032649,1000,0.5
"1284",1284,0,2.01137437719136,2.98979058084913,3.99953043945706,2.01708314210972,2.98443484463056,3.99945873219953,3.0079043131952,1.94619016258238,4.01736715769004,2.01322110145515,2.9880047309189,3.99952349756664,-2.48975415824854,4.7319152596583,0.689215635954726,1000,0.5
"1285",1285,0,2.00321983567691,2.99670799518241,4.00000553890386,2.00028130740075,2.99859651153788,4.00031878190606,3.29505702500588,1.66467046328162,4.01365843364518,2.00223330779065,2.9973995141014,4.00009023005509,-2.31869648002306,4.51145589893861,0.397184372205371,1000,0.5
"1286",1286,0,2.00275904575923,2.99723205023895,3.99999818494451,2.00289782198081,2.9980858215336,3.99967949672144,4.34464594559753,0.496788779151395,4.05338462450915,2.0027920636095,2.99741976680233,3.99992952036989,-2.13535327946805,4.54798149677058,0.432319208098678,1000,0.5
"1287",1287,0,2.00792242863576,2.99198787061345,4.00004480667171,1.99381222637449,3.00610920466722,3.99997879678989,2.88963702755219,2.01925699138249,4.0292589770616,2.00626187596422,2.99347832085898,4.00009450788428,-2.24684062284407,4.18041925906037,0.315641256981206,1000,0.5
"1288",1288,0,2.0114219760731,2.98933319942441,3.99977574953396,2.00539915626639,2.99607986379817,3.99951541637243,2.99119729756533,1.97171841373373,4.01248664717605,2.00978983377287,2.99118469109704,3.99969387186092,-2.22518901419455,4.45912983856974,0.75745078565524,1000,0.5
"1289",1289,0,1.99801085194261,3.00169241661679,4.00019689220095,1.98436840992282,3.01721003529949,3.9993945762719,2.04968246046203,2.84149706674139,4.04138646090886,1.99564742175064,3.00448853772268,4.00000985915487,-2.04727468516608,4.29817333191876,0.352093108796856,1000,0.5
"1290",1290,0,1.99408784547336,3.00567000625079,4.00007500635534,1.994087885084,3.00567004377489,4.00007597627181,2.86636877484617,2.11230253166922,4.00603258012877,1.99339473826461,3.00635228323571,4.00007862644626,-2.60998154362047,4.97187133645796,0.589940557024098,1000,0.5
"1291",1291,0,2.00054381407555,2.99860410205221,4.00028490981693,2.00053046608116,2.99859037756653,4.00024289471538,2.4054045476401,2.43921305542011,4.04435283086881,2.00023833121449,2.99943640463253,4.00011562530573,-2.34814369211466,4.66793137120886,0.400253511665819,1000,0.5
"1292",1292,0,2.01207956436213,2.98808303037029,3.99990192523501,2.00771181287847,2.99127211265859,4.00038405913803,3.18822673815956,1.78219543300693,4.00973641513218,2.01076154614799,2.98927420978876,3.99994549863751,-1.93426316731147,4.20824287061384,0.662504204858663,1000,0.5
"1293",1293,0,2.00175810183886,2.99821648791284,4.00002703029768,2.00008975679333,3.00012472887804,3.99995855023716,2.18122404538785,2.46557693140984,4.10344216808566,2.00114053555233,2.99889746026868,4.00001059832747,-2.08857460682795,3.87059702805502,0.394109526552022,1000,0.5
"1294",1294,0,2.01282332388936,2.9871642741884,4.00002603863859,2.02087637596059,2.97973656991404,3.99980158709549,4.03460792199831,0.920971131078588,4.01576285204396,2.01338570048358,2.98677091805404,3.99996404891259,-2.37451990727021,4.57598044238079,0.585795205437761,1000,0.5
"1295",1295,0,2.00075312351847,2.99882115804802,4.00019893228588,2.0036813821673,2.99606458718728,4.00016506508171,4.71695301225086,0.155862673479074,4.0421729530243,2.00106600840373,2.99853589677396,4.00019198712168,-1.9792620969804,4.12362139279752,0.398792693776397,1000,0.5
"1296",1296,0,1.97427022892986,3.02571101312448,4.00001846054162,1.9742685720843,3.0257094100334,4.00001161308136,3.24224684687406,1.72366271464236,4.00959664535652,1.98033826651202,3.01971964344805,3.99999192305406,-2.40011885018634,4.89518990849906,0.100379427013382,1000,0.5
"1297",1297,0,2.00237235956331,2.99619519398631,4.0004643654082,2.002426909544,2.99624928353411,4.00055389139202,4.06181172321222,0.867893358100668,4.02173233583917,2.00022207918085,2.99939560010321,4.00013676322336,-1.6695701322705,3.86645846837761,0.470214583574008,1000,0.5
