"","rep","code","our_beta0","our_beta1","our_beta2","cc_beta0","cc_beta1","cc_beta2","naive_beta0","naive_beta1","naive_beta2","gs_beta0","gs_beta1","gs_beta2","eta0","eta1","eta2","n","q"
"3671",3671,0,2.00520046245413,2.99530312731215,3.99979653856063,2.00472674976507,2.99565755453488,3.9998370356454,4.18281006159093,0.72320175262798,4.02871614517552,2.00495256872973,2.99548150084411,3.99982052023803,-2.44824868499646,4.7963196121438,0.671397227266742,1000,0.75
"3672",3672,0,2.00399005048475,2.99654970397286,3.99983609360659,1.99059387278141,3.00953450353128,3.99995657610516,2.96283375015733,2.00236082133789,4.01244715669779,1.99880858259148,3.00156558035132,3.99988574603401,-2.26108406909358,4.43593466861719,0.545013463467092,1000,0.75
"3673",3673,0,2.00697558841406,2.99344539893871,3.99984256213782,2.00477731395928,2.99591771291683,3.9997869277656,3.45553047832256,1.46367981460606,4.02932870818478,2.00596670621191,2.99458650819888,3.99980549838233,-2.38640189014074,4.6875809636011,0.50302083302443,1000,0.75
"3674",3674,0,2.00061460309379,2.99885844122603,4.00024772687761,1.99854222248954,3.00023518037878,4.00057367160912,2.24716516049669,2.8868063222375,3.88979000804311,1.99967108301926,2.99951389408557,4.00038255139365,-2.6069338679472,4.91052169994652,0.147898850347892,1000,0.75
"3675",3675,0,1.99453090260455,3.00420405955266,4.00065139909673,1.99363009874695,3.00495581230292,4.00071007545437,2.99949808150876,1.87740602864167,4.04084511337691,1.99427659918912,3.00439180589868,4.00067819621958,-2.68296945049686,4.99939008593141,0.377716427975706,1000,0.75
"3676",3676,0,1.99801294910371,3.00218080467445,3.99999063423882,1.98958954075904,3.01078583084485,3.99990498985337,4.77939040209279,0.13924441152187,4.0294478544809,1.9954966484842,3.00474746358516,3.99996418755309,-2.42289136504602,4.84380885270381,0.462742982108949,1000,0.75
"3677",3677,0,1.99999182798569,2.99789266858481,4.00085268552736,2.00755996666583,2.99076965043292,4.00067530740959,2.21581365153927,2.75125416056061,4.01240158562018,2.00345650114821,2.99458216684496,4.0007906345951,-2.42627707139861,4.50502055877974,0.851537805392086,1000,0.75
"3678",3678,0,1.99627200614626,3.00295034951554,4.0002877253518,2.00012684518768,2.99772824962426,4.0008593530289,2.61713268704195,2.21615211876976,4.0556146006794,1.9976251851117,3.00105877752253,4.00051201310707,-2.42167762605367,4.55717214815678,0.506584361819179,1000,0.75
"3679",3679,0,1.99871299319382,3.00141631270819,4.0000119704549,1.99806002276705,3.00225642629308,3.99991489722113,2.95157755242258,1.86709438055639,4.05857738779653,1.99844060744025,3.00176093331291,3.99997279539725,-2.63615122095019,4.62525295683729,0.700454529827909,1000,0.75
"3680",3680,0,2.01265997765626,2.98763991815768,3.99991123214234,2.01250763312333,2.98748746616163,3.99995302135488,3.3442159246197,1.63401278431552,4.00596181816461,2.01072096528232,2.98881788036556,4.00012180703142,-2.11443205642723,4.21354120031023,0.608407125955893,1000,0.75
"3681",3681,0,1.99927131307769,3.00130877439619,3.9997936899642,1.99921940752653,3.00125725949976,3.99979710442104,3.46270386853096,1.36730382633817,4.04904682412568,1.99991704307016,3.00018437312931,3.99994760445298,-2.18750695929844,4.41216098718117,0.422872126587065,1000,0.75
"3682",3682,0,1.99690975574047,3.00280494941656,4.00005718510358,2.02055604102209,2.97986852859624,3.99983900314387,2.83841047294333,2.13358967167201,4.00880518606849,2.00256478934512,2.99739915651744,3.99997974076606,-2.51679545067444,4.64729517468653,0.51632680557686,1000,0.75
"3683",3683,0,1.99808457185122,3.00196931212184,3.99995110707749,1.99765035254477,3.00258673047306,3.99988800136328,2.86258876893741,2.09539485182408,4.01329250176292,1.99789748095682,3.00220026491462,3.99993501457593,-2.31163585703697,4.69788367557475,0.625333884067928,1000,0.75
