"","rep","our_beta0","our_beta1","cc_beta0","cc_beta1","naive_beta0","naive_beta1","gs_beta0","gs_beta1","q","n","b0","our_beta0_se","our_beta1_se","cc_beta0_se","cc_beta1_se","naive_beta0_se","naive_beta1_se","gs_beta0_se","gs_beta1_se"
"34",34,-2.55242567556788,-0.402144471871789,-2.71469474382085,-0.343341413069158,-2.64920970107926,-0.305700577954404,-2.77258872223975,-0.0307716586667489,0.75,390,-2.99573227355399,0.244739951421161,0.399550709349397,0.316227730816354,0.49280528275281,0.267261215649017,0.414039271936711,0.288675098414032,0.408248237535318
"35",35,-3.32609711109468,0.344846826148793,-3.1292636661783,0.318356079636425,-3.25809653802098,0.356674943938288,-3.23867845216395,0.315516871444852,0.75,390,-2.99573227355399,0.339824152140246,0.455922343726552,0.377964351147748,0.517549047611338,0.353553213553655,0.474341481527554,0.35355322547324,0.474341488409745
"36",36,-2.82100501365906,-0.251510895802983,-2.73436750941956,-0.127833371509865,-2.71752894505673,-0.384813063555345,-2.77738489450324,-0.223887559426267,0.75,390,-2.99573227355399,0.259331021676562,0.428882618033163,0.316227729402663,0.474341584228061,0.267261211995063,0.443202528674339,0.277350062994492,0.433629011693534
"37",37,-3.03410231378186,0.286890542094361,-2.96674473668066,0.354004715382837,-3.08534443224352,0.42275660521812,-2.90690105984732,0.139131624043568,0.75,390,-2.99573227355399,0.315671004035451,0.417469789619767,0.37796439755496,0.483493686101611,0.353553291289947,0.437797413221403,0.316227711972402,0.420622171805111
"38",38,-3.13642115310597,0.3411917822676,-3.54095932403244,0.650587566136328,-3.25809653802098,0.451985123742592,-3.20882548901435,0.349225389784982,0.75,390,-2.99573227355399,0.329464982192419,0.455051176068833,0.49999921931567,0.6123717647852,0.353553213553655,0.464660027566435,0.353553241912043,0.464660045712006
"39",39,-3.13456039805017,0.55076089737847,-3.03254624667659,0.498849432719172,-2.96339689291098,0.272153810125171,-3.0445224377233,0.416514944294644,0.75,390,-2.99573227355399,0.300456303272802,0.409588537365371,0.353553305766651,0.474341568826571,0.301511284924579,0.41742349065117,0.316227687446842,0.420622173312712
"40",40,-2.57586486408049,-0.232396442191914,-3.00284974132276,0.0324352757531373,-2.78295150927529,-0.0102565001671877,-2.8033603809065,0.0307716586667499,0.75,390,-2.99573227355399,0.243105642989212,0.39092309720241,0.37796438968874,0.517549059962802,0.288675097604148,0.408248237564227,0.288675095923327,0.408248237535318
"41",41,-2.90896810077074,0.0813994789800026,-2.81341071676,0.0725706928348257,-2.86479491610647,0.0664978371565143,-2.79829707894995,-0.066497837156515,0.75,390,-2.99573227355399,0.284370500083441,0.402791347935862,0.333333287672413,0.459468233076963,0.301511298082323,0.417423494936185,0.288675096351334,0.417423494936185
"42",42,-2.4520086053386,-0.926939007055884,-2.36712361413159,-1.35856981307876,-2.49595648597455,-0.895671444670063,-2.46809953147159,-0.947282485180839,0.75,390,-2.99573227355399,0.241216890009186,0.462359528342014,0.288675098035909,0.577348680476337,0.258198856652733,0.457737429345863,0.258198857751091,0.457737403747846
"43",43,-2.94379617166789,-0.364708152845753,-2.90872089656415,-0.310154928303668,-3.00568260440688,-0.151317816742986,-2.92511470633986,-0.349330969682587,0.75,390,-2.99573227355399,0.280172978508959,0.465291002322574,0.333333225752434,0.527046070934119,0.316227647491967,0.474341477013417,0.301511254547293,0.483493565233878
"44",44,-2.81246874490749,-0.373216178141225,-2.59931700096573,-0.564750587407216,-2.90540963526065,-0.0337522868048804,-2.7829515092753,-0.29793857261885,0.75,390,-2.99573227355399,0.261638118757892,0.430656916023364,0.301511317471032,0.507519084185986,0.301511293240361,0.436931370852965,0.288675097604148,0.440958457813775
"45",45,-3.13450453260019,0.287591356518893,-2.97041446556962,0.242561637171256,-3.09104245335815,0.318453731118403,-3.07063358172696,0.277425572284482,0.75,390,-2.99573227355399,0.32460474558271,0.432492117073099,0.353553319310677,0.474341571803617,0.333333238052234,0.440958456132478,0.333333243811776,0.440958459412691
"46",46,-2.51696518593623,0.171292010271822,-2.86220088092926,0.0289875368730892,-2.63394222894844,0.133531392624503,-2.77258872223969,0.374693449441341,0.75,390,-2.99573227355399,0.237999370504505,0.335414946038698,0.353553277500375,0.485912542859656,0.267261199358677,0.365962474962395,0.288675072893254,0.372677932922989
"47",47,-3.69209906448032,1.35571869361793,-4.00733318482458,1.24258764004585,-3.56009866424224,1.01177018801676,-3.95603989059942,1.53013158157338,0.75,390,-2.99573227355399,0.444566319523855,0.514743657549572,0.577342024077415,0.676996146183406,0.408247597012154,0.487949444219263,0.499994460337881,0.559012031954986
"48",48,-3.86850678368378,1.08765990427571,-3.88499433291818,0.394565817531232,-3.67376581628771,0.608300204719182,-3.62700405038532,0.515960930320524,0.75,390,-2.99573227355399,0.500550636019283,0.582539770747685,0.577345759068069,0.730292834090293,0.447212323512414,0.557772278491668,0.447212569621669,0.557772467881999
"49",49,-3.76214723061894,0.826439564607082,-3.5973122605804,0.623241483807675,-3.72810016724031,0.826678573157614,-3.67882911824348,0.723918839209815,0.75,390,-2.99573227355399,0.438417989384738,0.535584684223127,0.499998997321235,0.626782324257308,0.447211955026059,0.547721187285893,0.447212293253769,0.547721458912272
"50",50,-2.63090334271964,0.0450082055850275,-2.74727091425539,-0.366244394954799,-2.79163691721039,0.174802724379854,-2.61982596768733,-0.197214517123252,0.75,390,-2.99573227355399,0.248650529771593,0.372172968068745,0.316227693995812,0.516397636424344,0.277350039226076,0.392232210456274,0.258198850781432,0.39695807378724
"51",51,-2.78054602859971,-0.335504548846163,-2.65196073445115,-0.0486544881635217,-2.64414639912271,-0.421319212445816,-2.71316530176896,-0.252107764300247,0.75,390,-2.99573227355399,0.262213956808706,0.411142685863718,0.301511314798668,0.449466528231064,0.267261215890888,0.427246544599124,0.277350067332913,0.420622182107076
"52",52,-3.48676072579154,0.963122545231432,-3.30810695859542,0.551266593323806,-3.51154543882725,0.908855753382908,-3.1734134507907,0.406522749665586,0.75,390,-2.99573227355399,0.371908016297108,0.461620109619104,0.408248044539746,0.540061510901659,0.408247729553139,0.487949544871474,0.333333129875225,0.4494663990406
"53",53,-3.32380105302513,0.956765796203087,-3.00991690854585,0.734360487939739,-3.10109278921164,0.744440474947341,-3.18324864722475,0.844483897653224,0.75,390,-2.99573227355399,0.34818299128123,0.414208038240378,0.377964388014382,0.457737623540754,0.333333235032546,0.408248196700289,0.353553254384273,0.421463489119955
"54",54,-3.63156002125875,0.389385736562984,-3.14988295338101,0.179468487811392,-3.46051395881613,0.364433711428025,-3.42859635584839,0.302810954046407,0.75,390,-2.99573227355399,0.408419184675946,0.523501633239037,0.40824814973018,0.540061571817245,0.408247838982139,0.527045865770115,0.408247894987119,0.527045903142489
"55",55,-3.29993830302608,0.0852853784104111,-3.03082359336515,0.154438077443772,-3.04979949482414,-0.169076330043682,-3.18841661738319,0.107526535489042,0.75,390,-2.99573227355399,0.339872562583501,0.477081221883226,0.377964382777094,0.517549065316948,0.333333249215561,0.485912488165339,0.353553251974683,0.485912493688537
"56",56,-3.03459970543865,-0.219942055454421,-3.12299405316472,-0.0410735352082262,-2.97738313488571,-0.389912695099619,-3.08190996979489,-0.119674357962914,0.75,390,-2.99573227355399,0.289368982012077,0.481926566870274,0.37796435356948,0.556348450900206,0.301511282627917,0.507518933568916,0.316227678127058,0.49280520501163
"57",57,-2.58096647176431,-0.365501851883118,-2.57883846962219,-0.358053303908801,-2.53709240295853,-0.426304489952444,-2.74620196706656,-0.00205465451361545,0.75,390,-2.99573227355399,0.246486100683935,0.398959084078349,0.301511318408409,0.483493707585383,0.267261204535145,0.402911412579052,0.288675100353989,0.400320321962875
"58",58,-2.84380153851536,0.170449071900657,-2.78638204437208,0.0844108893462793,-2.79506157809181,0.0870113769896194,-2.90142159408269,0.271933715483603,0.75,390,-2.99573227355399,0.285636677149049,0.390583642597966,0.333333290303324,0.449466521104611,0.301511304915374,0.402911432854895,0.316227712706586,0.408248233686209
"59",59,-2.33151131827777,-1.13251235994405,-2.55793178480288,-0.493370339905798,-2.58129849546305,-0.343816210876923,-2.45505368663831,-0.723000143709351,0.75,390,-2.99573227355399,0.204141849344428,0.435213150881255,0.301511319313713,0.483493687765827,0.267261218618382,0.402911426179996,0.242535607796004,0.42874634273591
"60",60,-3.09121603829788,-0.570780768765366,-2.78809290877571,-0.677642994021458,-3.0122615755051,-0.528697748527338,-2.96183072187823,-0.621688216570771,0.75,390,-2.99573227355399,0.322074914392971,0.525131808702914,0.353553344783974,0.570087287568137,0.333333257875833,0.527045735223206,0.333333267660136,0.52704563905368
"61",61,-2.60563642496852,0.00172149106815455,-2.56494935746148,-0.248461359298408,-2.53897387105824,-0.194394138028187,-2.66615925939299,0.061003481453456,0.75,390,-2.99573227355399,0.251735164860051,0.364422937518957,0.301511294225531,0.449466474133741,0.258198854815979,0.378932310544645,0.277350050058353,0.378932312193467
"62",62,-2.78313232027675,-0.206293636044829,-2.6878474937846,-0.1188742348246,-2.73002910782091,-0.199951788170239,-2.75684036527156,-0.148569269989092,0.75,390,-2.99573227355399,0.27414776714873,0.411637708508716,0.316227700051148,0.459468213698733,0.288675077061149,0.417423475712806,0.288675074502679,0.417423476329018
"63",63,-3.19446495788863,-0.843516910959398,-3.21218683671704,-0.425399322997751,-3.19355801688359,-0.693147180436154,-3.18324864722475,-0.713660720256182,0.75,390,-2.99573227355399,0.324947042134847,0.606306674960534,0.408248116766615,0.64549618209289,0.353553249523302,0.612369138290528,0.353553254384273,0.61236897620147
"64",64,-3.73692344951612,1.01797779125599,-3.95124371834728,1.10343157486996,-3.75653810255251,0.983949380312757,-3.5695326964751,0.695968056895363,0.75,390,-2.99573227355399,0.438885320345197,0.541086417967322,0.577344022240974,0.676997845621683,0.447211718135039,0.539358312217772,0.408247567400907,0.516397177367778
"65",65,-2.84653655016141,0.79946768668375,-2.67100892942184,0.659620850987023,-2.71280080386078,0.660909213949185,-2.75317063638265,0.705477793017403,0.75,390,-2.99573227355399,0.272109993871269,0.338924741368888,0.301511313725749,0.37886758576579,0.267261212273693,0.338979071998481,0.277350064738571,0.344368581921511
"66",66,-2.81235440742537,0.00182489406078054,-2.95192965089552,0.359392336915174,-2.77778353911685,-0.0205135398331006,-2.85960009922936,0.136282425996392,0.75,390,-2.99573227355399,0.273544520899909,0.392643028421843,0.377964400477443,0.483493705007662,0.288675098011578,0.408248237553386,0.301511298651589,0.409673190136159
"67",67,-3.37697918810073,0.59900208372248,-3.52636052461187,0.961411167150347,-3.21887582486782,0.36974702550575,-3.38680864420872,0.662229141155324,0.75,390,-2.99573227355399,0.356533442384474,0.46813860033165,0.447212940336128,0.539359332447747,0.3535532366171,0.464660042407124,0.377964163907421,0.475594600064798
"68",68,-2.90437964158876,0.131104370596353,-2.66722820658193,0.0958890510216408,-2.91531070624336,0.323259419004043,-2.79320800944248,0.0902992078407147,0.75,390,-2.99573227355399,0.275853128294365,0.393141984197877,0.316227733887476,0.428174378880826,0.301511291945938,0.402911426887648,0.288675096774094,0.400320336339882
"69",69,-4.33443168927296,1.52764177683242,-3.83586164438699,1.3194066368641,-3.63230910259417,0.813910844323133,-4.13782967267185,1.46861930488596,0.75,390,-2.99573227355399,0.577554656315812,0.635511074835227,0.577346719672573,0.640509398666853,0.447211824275974,0.532289137611018,0.577334510740322,0.636194690930216
"70",70,-3.53749405636758,0.28672947892073,-3.97029191326948,0.898922225510454,-3.64283551560037,0.428972232556769,-3.64805745958092,0.43923197056725,0.75,390,-2.99573227355399,0.407571705912525,0.551051870363283,0.577343405765405,0.690059705280433,0.447212492632071,0.570086687796068,0.447212465878103,0.570086669145613
"71",71,-2.88559192928502,-0.569607893200884,-2.61938456401654,-0.565589709175683,-2.78809290877571,-0.538996500731882,-2.77258872223975,-0.56976815939853,0.75,390,-2.99573227355399,0.279659571470967,0.467613227132283,0.301511316499498,0.507519074983349,0.288675097191676,0.475594648431225,0.288675098414032,0.475594637404146
"72",72,-2.50016123030482,-0.386850793730398,-2.98315349134704,0.15732025458849,-2.55128171873286,-0.516771216400616,-2.73158069851238,-0.0353100026127348,0.75,390,-2.99573227355399,0.224691566103182,0.390843682502153,0.353553316796282,0.499999912601318,0.242535604937352,0.428746373794636,0.267261211141682,0.402911433661331
"73",73,-3.08227724875175,0.35822882013347,-2.89037175789611,0.0377403279828374,-3.21887582486782,0.556287997842389,-3.02852209637687,0.275351459994219,0.75,390,-2.99573227355399,0.320950982787299,0.418451010629367,0.353553332596174,0.485912581441128,0.377964308401774,0.45773755762678,0.333333254283601,0.433629008279872
"74",74,-2.27193326642332,-0.115801624953904,-2.43226291630254,-0.326339563962467,-2.4228342211456,0.0249389483472515,-2.33698651971136,-0.164449432027817,0.75,390,-2.99573227355399,0.199207585312833,0.320519632940138,0.277350062350769,0.43362903633513,0.235702235085704,0.338199734538648,0.223606777085929,0.341564986817838
"75",75,-2.83442165576487,-0.558111045057256,-3.21218683671704,-0.0199342149007627,-2.86996288626491,-0.61639230373451,-2.94443897916637,-0.407968238325334,0.75,390,-2.99573227355399,0.27723680455212,0.474274240936212,0.408248116766616,0.577350014648713,0.301511297505309,0.507518785917599,0.316227706516862,0.492805135160772
"76",76,-2.62640458379389,0.385894151021312,-3.0376964726529,0.284035760298671,-2.61843804241251,0.102759733957764,-2.65540646761677,0.165609832534586,0.75,390,-2.99573227355399,0.259667180407191,0.340060482455478,0.377964380957623,0.492805285261686,0.267261217065424,0.365962495855991,0.277350070545439,0.368438030359724
"77",77,-3.34142485545919,0.595495303479632,-3.63098547568412,0.768784594754857,-3.40594798441919,0.616457451377123,-3.39162793064461,0.58551651636652,0.75,390,-2.99573227355399,0.361195661831789,0.478669996036979,0.499998832019226,0.612371416749548,0.37796413917311,0.483493442766832,0.3779641578872,0.483493455742603
"78",78,-3.28216319667672,0.389451116288338,-3.14271446390241,0.290083033989262,-3.56104608259823,0.834127397191706,-3.09670819089382,0.13331129798298,0.75,390,-2.99573227355399,0.368634075082427,0.470957370973482,0.408248152987428,0.527046108979555,0.447212832671559,0.520987392276031,0.353553287743268,0.464660046891383
"79",79,-2.83726732026938,0.476699961853571,-2.63188884013663,-0.0264616924132894,-2.76211742237246,0.297013399880646,-2.75684036527161,0.286748801268763,0.75,390,-2.99573227355399,0.277666850264113,0.363050536196973,0.31622773590324,0.43693140616483,0.288675099204281,0.377036913071697,0.288675099592207,0.377036913281125
"80",80,-3.08484150351163,0.697750845576403,-2.87794923789756,-0.50982512343111,-3.38196601973298,0.939618984363804,-3.01062088604764,0.34446162665465,0.75,390,-2.99573227355399,0.309777200590504,0.392496259316882,0.333333280283171,0.557773024945341,0.377964169821418,0.453163214676002,0.316227694763349,0.420622164421602
"81",81,-2.74539247899722,-0.269000554921576,-2.41865726424679,-0.139861202884442,-2.4585198946148,-0.552100991432846,-2.58668934409793,-0.246523999958248,0.75,390,-2.99573227355399,0.262151149664036,0.393623738946758,0.277350079463067,0.400320354132291,0.249999982133786,0.403112820438938,0.267261218402691,0.393397849917741
"82",82,-2.79778848239742,0.103046796714675,-2.95936462938276,0.36004762841703,-2.85437815524812,0.200130660138911,-2.91777073208409,0.302810954047907,0.75,390,-2.99573227355399,0.273612116435116,0.3825299543582,0.377964313188724,0.483493636573783,0.301511266445546,0.402911405960688,0.316227668256125,0.408248199650068
"83",83,-2.59500405170669,-0.274142015010781,-2.85070650150369,-0.209564293187738,-2.92673940206698,0.29965826349845,-2.62557397927795,-0.424883193965156,0.75,390,-2.99573227355399,0.232309599758117,0.405414038893708,0.316227718845708,0.51639766658707,0.288675082714951,0.408248234507851,0.249999976460914,0.43301261531204
"84",84,-3.23822484475597,0.686675669228615,-2.9957322735539,0.72213471743311,-2.94443897916637,0.384999277515817,-3.14031350236487,0.708895537527869,0.75,390,-2.99573227355399,0.327975599773212,0.414211996547696,0.353553314187971,0.443202560535336,0.301511287846762,0.402911424667052,0.333333221957108,0.416666567282169
"85",85,-2.90021083686855,0.334897319268721,-2.98856378407529,0.483037847084595,-2.84912879936207,0.258861633916287,-2.93385686983584,0.398177894674447,0.75,390,-2.99573227355399,0.298220705024461,0.390347224852734,0.377964392934389,0.475594776172677,0.301511299767294,0.39695807240302,0.316227708133682,0.403112821763852
"86",86,-2.48814125583223,-1.57212288167568,-2.15948424935337,-1.45816769546253,-2.41906008399041,-1.08248527150257,-2.36876699987534,-1.47604725577689,0.75,390,-2.99573227355399,0.225141914054173,0.550442494856837,0.235702249683361,0.552769799552428,0.242535608717831,0.47485760967536,0.229415719556679,0.550116680172713
"87",87,-4.42412135567389,1.37410725478769,-3.89182029798014,0.903256513904851,-4.21950770183293,1.19098560545606,-4.23410650073679,1.22184492523169,0.75,390,-2.99573227355399,0.576936511406724,0.662631748359495,0.577345605737556,0.69006161376411,0.57732666433869,0.666646184844505,0.577324903809523,0.666644661993772
"88",88,-3.0559382051969,0.177523797830988,-3.13549421592893,1.64886121518657e-16,-2.8802193864321,-0.30819723095109,-3.07577498122738,0.105360515657759,0.75,390,-2.99573227355399,0.309813898946683,0.446216864871881,0.408248156169536,0.577350079268767,0.301511296327619,0.464660051860535,0.333333242406045,0.459468181890112
