"","rep","our_beta0","our_beta1","cc_beta0","cc_beta1","naive_beta0","naive_beta1","gs_beta0","gs_beta1","q","n","b1","our_beta0_se","our_beta1_se","cc_beta0_se","cc_beta1_se","naive_beta0_se","naive_beta1_se","gs_beta0_se","gs_beta1_se"
"20",20,-2.20789744943229,-0.396286974924156,-2.48490664978796,-0.255933374137214,-2.39283197084177,-0.16180801696089,-2.26695791535086,-0.451296455925567,0.75,390,0.0953101798043249,0.202494612213103,0.32597419445651,0.288675093085596,0.428174363903707,0.235702222057865,0.349602907651751,0.223606768234302,0.356262608867148
"21",21,-2.30884221171912,-0.00407027134621047,-2.24469111457513,0.158329130050719,-2.26176309847378,0.0180185055026701,-2.29757255117049,0.0898215608472837,0.75,390,0.0953101798043249,0.207558322849626,0.298512574877939,0.2499999768597,0.343592112117349,0.223606778883134,0.312440449125955,0.223606778045726,0.31244044894818
"22",22,-2.46919074215434,0.416540786713062,-2.36712361413159,0.536143431750275,-2.37748640116716,0.395208607941033,-2.38714248102209,0.396337012058913,0.75,390,0.0953101798043249,0.229238320192044,0.300997804128475,0.288675098035909,0.351188415341783,0.235702245496909,0.304290276027042,0.242535599399695,0.307469988660672
"23",23,-2.59912087490799,0.611272372591877,-2.75860248026492,0.587869518375715,-2.41906008399035,0.216797712624233,-2.61843804241239,0.549046836586093,0.75,390,0.0953101798043249,0.262993854297999,0.33873538913566,0.333333250514101,0.412231207857896,0.242535582502621,0.322921102892683,0.267261173786623,0.333809114006157
"24",24,-1.85677901267164,-0.439770132043612,-2.24819102092824,-0.309740763874635,-2.0697796307681,-0.200717147674444,-1.94591014905531,-0.538996500732678,0.75,390,0.0953101798043249,0.164930639237056,0.289257716865037,0.242535612393007,0.386952967365734,0.196116127460666,0.30181634933041,0.18257418018013,0.316227747053874
"25",25,-1.8879129189841,-0.482993371876924,-1.93283806748796,-0.285005797050992,-1.92006891787142,-0.377503633299071,-1.92529086185258,-0.367243895287962,0.75,390,0.0953101798043249,0.174547859885002,0.279196758482821,0.213200709929173,0.328564356697026,0.188982230960366,0.292770008719855,0.188982230898272,0.292770008751396
"26",26,-2.41948237094815,0.425290928281398,-2.28092359621284,0.187688732400683,-2.41381072810425,0.411330227560551,-2.33537491581702,0.275351459994298,0.75,390,0.0953101798043249,0.222970793996262,0.293841067423778,0.267261214010222,0.356348290440026,0.242535598578188,0.309613546174163,0.235702237589944,0.306622042166344
"27",27,-2.65454082865385,0.376721279919426,-2.52880084334521,0.0898038948613244,-2.51061500649819,0.0811381616495507,-2.60515577793956,0.264418918981158,0.75,390,0.0953101798043249,0.246253424860481,0.334479759327981,0.277350075960906,0.392232229134857,0.249999980609849,0.348315240320922,0.258198866297079,0.3496029165981
"28",28,-2.13095671866676,-0.0514193230250845,-1.89256416834999,-0.118823910084808,-2.02510719071648,-0.102088782259211,-2.04898233419509,-0.051078494687437,0.75,390,0.0953101798043249,0.188018807955819,0.284175612453283,0.213200689998386,0.313187008111314,0.196116111880082,0.286251248020642,0.199999974517052,0.285773764951422
"29",29,-2.29884701966036,0.0389061484788231,-2.42036812865042,0.359854596856112,-2.28666963768814,0.0645061120046796,-2.31363492918062,0.111591065408467,0.75,390,0.0953101798043249,0.212366364104419,0.297152071379788,0.288675115133407,0.365148347414625,0.22941572120104,0.313187023332867,0.235702246846024,0.314696367356932
"30",30,-2.12823580716671,0.0395930848441238,-1.93340998629108,-0.464485286507263,-2.11384296839716,-0.00460073108593568,-2.02717311313407,-0.197450438390247,0.75,390,0.0953101798043249,0.188393670691957,0.277648237721142,0.208514403803227,0.34698892549285,0.199999987348534,0.29232607527348,0.192450079367336,0.295020380630498
"31",31,-2.03662617205828,0.251989689870111,-1.90210752639692,0.2131575510351,-1.89354216353799,0.0719297311602667,-2.02287119019144,0.303085220588483,0.75,390,0.0953101798043249,0.182296217812443,0.247078645254039,0.223606791440856,0.290659164175448,0.188982228604476,0.256938336826581,0.199999992802522,0.26034164294903
"32",32,-1.97972410750428,-0.0161706794057702,-2.344549292093,-0.0672350928660095,-2.05923883436225,-0.11757687134271,-1.99243016469011,-0.26933293378365,0.75,390,0.0953101798043249,0.192723898484856,0.304713552048022,0.267261188108923,0.385164380750233,0.19999996249749,0.292326042690459,0.192450046756228,0.295020350759286
"33",33,-2.13408819371296,0.14863437542898,-2.06686275947297,0.149940147290911,-2.09848973665052,0.135582011226642,-2.14495614879044,0.220437189716456,0.75,390,0.0953101798043249,0.19145647612495,0.273863800204886,0.223606783131233,0.316227747572604,0.19611611766997,0.280109845419911,0.204124124805497,0.280541780070087
"34",34,-1.95323055414327,-0.420797574148161,-2.07284085764847,-0.223055247194768,-1.9924301646902,-0.374693449441414,-2.12200115609862,-0.0752234212375855,0.75,390,0.0953101798043249,0.18042315028611,0.294016446376916,0.229415718335786,0.345395759992692,0.192450075289478,0.30429028922873,0.208514400247278,0.298216018650809
"35",35,-2.57432848824409,0.363015458485867,-2.36712361413161,0.249363208149649,-2.50432473564509,0.344840486291729,-2.48490664978799,0.303682413798222,0.75,390,0.0953101798043249,0.233415769145365,0.312065101985143,0.258198873676812,0.359397618871965,0.242535606413159,0.326255361777757,0.242535606976503,0.326255361892264
"36",36,-2.33498260448226,-0.00236374337158659,-2.39789527279836,0.0212022076506235,-2.26554382131368,-0.208189527876161,-2.3466019784108,-0.0186817087987859,0.75,390,0.0953101798043249,0.209078569149793,0.328531040571628,0.267261224494919,0.385164406939673,0.21320069901039,0.334845021002951,0.223606776844548,0.329884082582363
"37",37,-2.6375339870198,0.301588284369509,-2.42774823594801,0.189701664091557,-2.67987932413545,0.444735511936944,-2.50143595173918,0.164449432027817,0.75,390,0.0953101798043249,0.257367437132303,0.33834657956197,0.28867509561811,0.381881263416985,0.288675081304333,0.356106103216194,0.258198856428748,0.341564986817838
"38",38,-2.90922943109013,0.630879606632873,-2.98134353610181,0.65058756614107,-2.77258872223975,0.401795379219178,-2.89037175789611,0.577315365034776,0.75,390,0.0953101798043249,0.291606319357154,0.374676073867339,0.377964394506992,0.462909976690893,0.277350063351245,0.368438026932859,0.30151129511767,0.378867567871654
"39",39,-2.51911638701442,0.331596880879586,-2.47293045874127,0.275705881405059,-2.36555989215543,0.0226235036378207,-2.51389418666124,0.316669609325026,0.75,390,0.0953101798043249,0.220571113597306,0.317769237356172,0.267261222380869,0.377964450084801,0.223606783865024,0.329884095006899,0.242535606125976,0.329884093912494
"40",40,-2.12919844008206,-0.0524338570628326,-2.46385324059016,0.186585955580407,-2.27212588550933,0.0850536796371352,-2.29253475714054,0.126081838471076,0.75,390,0.0953101798043249,0.194079899647846,0.293704954900079,0.288675113793781,0.38188128327651,0.22360678566662,0.30895717459766,0.223606785292854,0.308957174549986
"41",41,-2.40789314617821,0.326845769362093,-2.37157796448097,0.547028672429942,-2.31825120973843,0.29314401902195,-2.3928319708418,0.425978647941268,0.75,390,0.0953101798043249,0.221096799269142,0.295123715123648,0.267261211095641,0.333809148264897,0.229415712662471,0.30181633248615,0.23570223598382,0.304290277949903
"42",42,-1.97081789948831,-0.379476553583381,-1.80750782619619,-0.906584689361957,-1.94591014905531,-0.50125617274982,-1.91805319455234,-0.552867213260892,0.75,390,0.0953101798043249,0.193968808379972,0.310080887660166,0.21821788150303,0.372193651882983,0.196116125801775,0.306622044320628,0.196116126270793,0.306622044019111
"43",43,-2.10570584948865,-0.147468076972477,-2.2155737160044,-0.0870113769895787,-2.26374525967777,0.118345750206188,-2.18751576320925,-0.0371077883150091,0.75,390,0.0953101798043249,0.186503412741735,0.293675841946929,0.235702240615752,0.349602901646881,0.218217872171915,0.305079613171693,0.208514398973813,0.305742105408169
"44",44,-2.07428259200879,-0.207436832743831,-1.95268983604068,-0.805912644224242,-2.08442908319084,-0.26694617397263,-2.04898233419511,-0.338760567139219,0.75,390,0.0953101798043249,0.182524651302365,0.288432162579353,0.21821787100788,0.398409456621587,0.199999973535527,0.30912058846724,0.199999982761849,0.309120586862532
"45",45,-2.24362055436525,0.0397625444230274,-2.34180580614732,0.307100158308884,-2.29253475714053,0.170533601041905,-2.32341917989687,0.223358351014306,0.75,390,0.0953101798043249,0.211116460652448,0.302244631655963,0.258198874270522,0.341565004707146,0.223606778165336,0.305742123941017,0.229415712531407,0.307080169609984
"46",46,-1.94205145060212,0.00454798326079335,-1.99720344344286,-0.200021133893358,-2.05412373369554,0.113328685307,-2.03861954715957,0.082557026640248,0.75,390,0.0953101798043249,0.175501424050169,0.255772402687869,0.229415720000611,0.333848912416559,0.199999988414961,0.275162275415149,0.199999988689546,0.275162275447507
"47",47,-2.39566608020716,0.649218764961088,-3.16003532484501,1.36037067610985,-2.35612585992207,0.426836592102805,-2.70327692234953,0.970515793883433,0.75,390,0.0953101798043249,0.225974337651422,0.293237739567315,0.377964338283564,0.436435659505823,0.223606784058581,0.297424825702131,0.267261212822427,0.320434944053354
"48",48,-2.72641938996007,0.754467069108728,-2.58571134890995,0.376216678981922,-2.44999038468176,0.278342649135203,-2.5283917617277,0.398177894674448,0.75,390,0.0953101798043249,0.272958102505022,0.330937451079543,0.301511318099617,0.382706970196484,0.242535607929831,0.322921135891259,0.258198855285157,0.329140261780151
"49",49,-2.39560716522691,0.0309123251248401,-2.58571134890995,-0.137044999581929,-2.50432473564509,0.0729067708080854,-2.51567830845474,0.0913962804831858,0.75,390,0.0953101798043249,0.221194951771252,0.323130732697857,0.301511318099617,0.449466529251481,0.242535606413159,0.348315247740604,0.249999980451708,0.348315247526
"50",50,-1.94043888542596,-0.100163094989055,-2.15948424935336,-0.347895256286687,-2.0243817644968,-0.161669512241285,-1.99567165861437,-0.223531825440615,0.75,390,0.0953101798043249,0.177546952974908,0.280864380875563,0.235702241946883,0.382706968500338,0.188982222053533,0.292769999440373,0.188982222640472,0.29276999926067
"51",51,-2.05672481293373,-0.276616872909314,-1.95881355389122,-0.374076888598152,-2.0251071907165,-0.293144019021928,-2.05923883436231,-0.212887051147012,0.75,390,0.0953101798043249,0.18654171679629,0.29505279954485,0.213200705150148,0.349825111304481,0.196116124454913,0.301816340657103,0.199999988324193,0.299999977975165
"52",52,-2.66269622096781,0.702824468725314,-2.61495977803614,0.417735200699927,-2.59525470695682,0.489001907826339,-2.53742468407137,0.417161147871282,0.75,390,0.0953101798043249,0.247312125537241,0.32335890428996,0.288675085929695,0.393397851768291,0.258198852100093,0.331880855823418,0.242535577385433,0.326255344561743
"53",53,-2.44266687417532,0.58829489790845,-2.31676972798599,0.591259644299328,-2.30258509299404,0.45675840249584,-2.37231843100871,0.554850605070545,0.75,390,0.0953101798043249,0.224863734716023,0.285147109729212,0.267261226477054,0.331496724185299,0.223606785105148,0.288675095257289,0.235702245611343,0.294627790713123
"54",54,-2.52003514213848,-0.155925629841293,-2.37669306514776,0.0348872590004395,-2.47968470580684,-0.0410313966778601,-2.5123056239761,0.0225089888939221,0.75,390,0.0953101798043249,0.237063809263313,0.347985360305318,0.27735008060222,0.378932350010688,0.249999981536161,0.353553363602018,0.258198869666785,0.354245927119845
"55",55,-2.05952073541049,-0.166491590814182,-2.14352039836435,0.020906684819313,-1.988927534139,-0.313657558855031,-2.13236394313417,-0.0102565001671886,0.75,390,0.0953101798043249,0.184913728427697,0.281144653188607,0.242535605843013,0.342997143502086,0.196116125072509,0.29742482352342,0.208514400048002,0.294883892358023
"56",56,-2.28975565978857,-0.497792864480369,-2.36085400111801,-0.397748479146998,-2.28423595432584,-0.572234251894595,-2.33997262506566,-0.409626578949395,0.75,390,0.0953101798043249,0.198517463752446,0.363356718829655,0.258198873826116,0.421636979535752,0.213200704624225,0.381384989495415,0.2182178771914,0.372193647336292
"57",57,-1.76001019789168,-0.650720445197606,-1.88569128906223,-0.599215360725761,-1.80885390258734,-0.55670598956805,-1.89890410667937,-0.369779434638967,0.75,390,0.0953101798043249,0.165528996313582,0.304291544982202,0.213200690251606,0.369274439535422,0.185695324074839,0.290659145539303,0.188982219104265,0.288675102274239
"58",58,-2.18667442844079,0.14316036768592,-2.03916764254183,0.0303436680759548,-2.05746263496102,-0.0315483577349586,-2.11296423371843,0.0712630200214468,0.75,390,0.0953101798043249,0.204129136428613,0.279637683383243,0.229415692442085,0.313187005160038,0.208514384444628,0.286251257393798,0.213200682594706,0.287213446784966
"59",59,-1.87387066086906,-0.369955232757469,-2.01138807843482,-0.0413852161628535,-1.92451895907399,-0.220437189716467,-1.92097120070806,-0.245481717961404,0.75,390,0.0953101798043249,0.164981136068159,0.27423446649141,0.229415725789169,0.32444283038392,0.192450081059947,0.280541791301319,0.185695330100641,0.282731846275038
"60",60,-2.36239365079274,-0.517866422288631,-2.15948424935336,-0.517794293082078,-2.37627280878518,-0.317388654864905,-2.26868354131835,-0.541645508904243,0.75,390,0.0953101798043249,0.224650137394437,0.361096505595321,0.258198867287023,0.396958092437611,0.242535599724507,0.360904521030703,0.235702239314559,0.363976100329302
"61",61,-1.92147843648163,-0.0356655456660975,-1.87180217690156,-0.143100843640682,-1.87972824217398,-0.122752258369701,-1.93527175085024,-0.01063839820504,0.75,390,0.0953101798043249,0.179874807207724,0.264425207728854,0.213200690767198,0.308957156381615,0.18569531526476,0.267431821128363,0.192450070246955,0.267431820970327
"62",62,-2.22777077584539,0.131059763988118,-2.35137525716345,-0.0135137191667418,-2.27049677844253,0.0781148255821034,-2.29730803589319,0.129497343763264,0.75,390,0.0953101798043249,0.213415221435963,0.297912785375863,0.267261211773029,0.377964439974246,0.229415713839136,0.310015848730164,0.229415713185725,0.31001584850048
"63",63,-2.37856733803872,0.0693950832547315,-2.36488897633019,-0.019934214900817,-2.3285605793973,-0.0540672212702751,-2.31825120973844,-0.0745807611033772,0.75,390,0.0953101798043249,0.223051974161088,0.321641104564756,0.267261225333301,0.377964449208881,0.229415720386955,0.328918107192053,0.229415720591738,0.328918107169295
"64",64,-2.66565581679788,0.579530969459311,-2.65196073445115,0.55792039335017,-2.65792581391962,0.578484272239793,-2.5280788216532,0.347661362633369,0.75,390,0.0953101798043249,0.246091719358396,0.326578313975771,0.301511314798668,0.38695296049673,0.258198863963758,0.334845028372566,0.242535605687932,0.329884089342683
"65",65,-2.17720762593714,0.649112137986533,-2.36085400111801,0.772322773503229,-2.17380430312811,0.597336409931592,-2.18262577791506,0.594465263928252,0.75,390,0.0953101798043249,0.203977720943804,0.265768898204987,0.258198873826116,0.318039958266849,0.204124130979548,0.262094799287721,0.208514399070165,0.264185616946942
"66",66,-2.07364769220323,-0.194199716878937,-2.33289044248935,0.115046577950397,-2.04381436403668,-0.349017606805138,-2.21297293430435,0.0157483569681316,0.75,390,0.0953101798043249,0.188890299461974,0.286836043320896,0.277350065999335,0.373393964717245,0.199999988597631,0.309120597515368,0.218217873278387,0.305079631061569
"67",67,-2.59426068827877,0.321388411802875,-2.57084907958868,0.498376207224965,-2.52572864430817,0.27443684570169,-2.56013007102555,0.346376191738153,0.75,390,0.0953101798043249,0.237632805472038,0.330290060911964,0.277350055951845,0.363976092277745,0.249999948803802,0.335410146047515,0.249999966286856,0.335410152807925
"68",68,-2.33413286960569,0.294134925884327,-2.13659995551977,0.299229975039665,-2.26868354131835,0.333411790468095,-2.23359222150708,0.261570928448085,0.75,390,0.0953101798043249,0.207911820023655,0.28529489971598,0.242535606012034,0.314362081430147,0.218217872061856,0.290957169494123,0.21821787283408,0.290957169773621
"69",69,-2.4660080813415,0.42703005348081,-2.29541660351543,0.305054691889337,-2.29730803589314,0.212878952702274,-2.40322861877372,0.390797787376884,0.75,390,0.0953101798043249,0.233865260103397,0.302993756683385,0.267261226959287,0.341881695094474,0.229415694230016,0.304354326253693,0.242535609103003,0.309613547787994
"70",70,-2.95993168901072,0.191817536746305,-3.27714473299003,0.457089473511476,-3.05504885071001,0.246650675773625,-3.06027079469116,0.256910413784722,0.75,390,0.0953101798043249,0.305748834045048,0.423411901653497,0.408247867514146,0.527045891240678,0.333333184736586,0.440958396512705,0.33333318281458,0.440958395446062
"71",71,-2.11309966967155,-0.0512512945716813,-1.83922600646697,-0.193068756787155,-1.8390123540786,-0.489548225318694,-1.96165850602344,-0.191114308741933,0.75,390,0.0953101798043249,0.191083744297852,0.275608422160807,0.204124132112685,0.307080174449858,0.179605292688655,0.29135825071185,0.192450075944712,0.283752156985555
"72",72,-1.77879737939607,-0.27603979189185,-2.22938168897074,0.0966956327721012,-1.91875915998936,-0.184212879100671,-1.93665082364251,-0.137092696922686,0.75,390,0.0953101798043249,0.157685230595499,0.266212522651715,0.242535612748252,0.348315256643246,0.176776684868976,0.280836322412206,0.179605290862881,0.278769801766557
"73",73,-2.33466681432209,0.020854684736599,-2.26176309847379,-0.303186258987702,-2.45673577282129,0.17714019805196,-2.33537491581703,-0.0383060988607265,0.75,390,0.0953101798043249,0.221139322843048,0.312743459797343,0.258198876009545,0.387298291449298,0.258198871345761,0.334845031459039,0.235702246401591,0.328918101521606
"74",74,-1.75560887989986,-0.253964531861237,-1.86171805783493,-0.529159642304692,-1.91200859737961,-0.06100348145344,-1.77737073177594,-0.387592983341999,0.75,390,0.0953101798043249,0.152978662566606,0.256784655715841,0.208514385733381,0.346988891834531,0.182574167265324,0.267945614831581,0.169030835238542,0.276026183830504
"75",75,-2.28915292443158,-0.202718787405928,-2.36488897633019,-0.0199342149008168,-2.27212588550933,-0.233400051481392,-2.30258509299404,-0.162518929497771,0.75,390,0.0953101798043249,0.211320572745337,0.321921423265363,0.267261225333301,0.377964449208881,0.22360678566662,0.335410174233876,0.229415720897239,0.33384890880881
"76",76,-2.22281666613588,0.401241301627422,-2.41865726424679,0.00146878851377096,-2.26176309847378,0.231592605800737,-2.22462355152433,0.159710110407409,0.75,390,0.0953101798043249,0.210502741006757,0.273399195997739,0.277350079463067,0.385164407331991,0.223606785852855,0.297424829018418,0.223606786502766,0.297424829113033
"77",77,-2.83611786476464,0.911817513133252,-3.07136968775947,1.12545953870417,-2.71280080386078,0.703468828368007,-2.85263142991327,0.906721280857982,0.75,390,0.0953101798043249,0.28113378558397,0.348096025971787,0.377964371275168,0.439154934832422,0.267261212273693,0.336296315166136,0.28867509133919,0.348991172617504
"78",78,-2.62729605877455,0.448232274702529,-2.63188884013663,0.577765106441104,-2.68557734525013,0.577697868249777,-2.53709240295856,0.353854067597101,0.75,390,0.0953101798043249,0.266975117469249,0.337863270129692,0.31622773590324,0.387298296396662,0.288675104229633,0.348991185178331,0.267261220275937,0.336296324432488
"79",79,-2.1135867975191,0.173613179424431,-1.88995149540727,-0.121771872217616,-1.988927534139,-0.0135529664047035,-2.02287119019144,0.0517707923075697,0.75,390,0.0953101798043249,0.190784785606963,0.265881512168425,0.218217884243067,0.308606690247639,0.196116128519235,0.274770031729429,0.199999992802522,0.275162280313521
"80",80,-2.17912491717985,0.524115134180187,-2.07944154167983,-0.209720530982066,-2.19238195286042,0.378643576913606,-2.17771176311263,0.347800527920213,0.75,390,0.0953101798043249,0.199991289678554,0.26450879441614,0.223606788848363,0.341565008885539,0.208514398877676,0.277149025047065,0.208514399166744,0.277149024965027
"81",81,-2.37709901446381,0.250383811413037,-2.03916764254187,0.0867849789809432,-2.01223279198637,-0.256450749331986,-2.23001440015918,0.169990944336447,0.75,390,0.0953101798043249,0.220821268600402,0.295308109399819,0.229415708812072,0.313187020885184,0.199999983596434,0.296005128228486,0.223606769267078,0.297424818674091
"82",82,-2.25011746804346,0.329128513344928,-2.26621744882315,0.31352761278256,-2.30783444888015,0.415727005817868,-2.32998406718214,0.440961292528975,0.75,390,0.0953101798043249,0.212476401463198,0.284399812003554,0.26726121445812,0.34503272718111,0.229415700959744,0.2931976909584,0.235702237734205,0.296333587887662
"83",83,-1.72031621146465,-0.691485377974974,-1.7859957645113,-0.581127849620193,-1.91513849038855,-0.152326860244515,-1.7346010553881,-0.687247458432682,0.75,390,0.0953101798043249,0.149970668712493,0.309920986367471,0.185695332131521,0.343243424695475,0.174077645960607,0.27914522939157,0.160128146130227,0.303821762524739
"84",84,-2.25506808811109,0.22734612874315,-2.36712361413154,0.450201001949499,-2.20684003603564,0.143837220698979,-2.34180580614729,0.395895657091984,0.75,390,0.0953101798043249,0.203658372940469,0.287113062758499,0.258198840722423,0.341564975620082,0.208514390969253,0.294883882125643,0.223606766058573,0.297424811925358
"85",85,-2.25419033721088,0.409837612668829,-2.1618852108909,0.16718489766692,-2.25129179860648,0.38696163654376,-2.19191952510652,0.284849209367677,0.75,390,0.0953101798043249,0.215086173419839,0.27653063815894,0.249999979032934,0.335410088567619,0.223606779122887,0.286806620303465,0.218217873726167,0.284521268269148
"86",86,-1.93223071649001,-1.3018929157792,-1.75401914124521,-1.052702587364,-1.9564365620423,-0.771918905220584,-1.87921877455664,-1.15466526496161,0.75,390,0.0953101798043249,0.17138769435362,0.377820012275972,0.192450083757032,0.384900137513557,0.192450083639464,0.337579742103635,0.179605295015092,0.378641148826112
"87",87,-3.11692081202205,0.588292000091148,-2.91099104509884,0.46142376175616,-3.1208954165078,0.667737465034391,-3.03013370027121,0.52869774853201,0.75,390,0.0953101798043249,0.307884204875309,0.407560059554362,0.353553329546084,0.456435404431752,0.333333228699795,0.416666572328377,0.31622769067372,0.408248219621863
"88",88,-2.53042844692997,0.259698429489009,-2.73002910782096,0.367724780125299,-2.44490131517429,0.0102565001672044,-2.56494935746152,0.236388778064234,0.75,390,0.0953101798043249,0.240024048471615,0.339276000421523,0.333333295075377,0.433629050020794,0.242535608062917,0.34299713910137,0.258198867856844,0.345395750493036
