"","rep","our_beta0","our_beta1","cc_beta0","cc_beta1","naive_beta0","naive_beta1","gs_beta0","gs_beta1","n","q","our_beta0_se","our_beta1_se","cc_beta0_se","cc_beta1_se","naive_beta0_se","naive_beta1_se","gs_beta0_se","gs_beta1_se"
"41",41,-3.07287633681941,1.84675695281303,-2.5123056239761,1.41369333530799,-2.58399755243222,1.37290728033742,-2.81341071676,1.60943791243406,100,0.75,0.577619186026732,0.631319566248505,0.57735022428854,0.640512573411362,0.49999995621954,0.566946668677954,0.577350190102591,0.6324554582884
"42",42,-1.91355395301768,-0.245933160962035,-1.55814461804654,-0.313657558855046,-1.70474809223841,-0.37469344944142,-1.72722094809047,-0.334202088086684,100,0.75,0.353866490827969,0.51853034218637,0.353553371341878,0.540061704132148,0.353553362791449,0.51754913952611,0.353553361444083,0.517549138945339
"43",43,-2.20032513053527,-0.325038885246704,-2.25129179860649,-1.45715516346143e-16,-2.28577797467766,-0.0414997309067528,-2.19722457733621,-0.24512245803298,100,0.75,0.377631726936215,0.645939101348383,0.499999973812949,0.707106744152465,0.408248267948241,0.645497187408129,0.408248270776385,0.645497184917901
"44",44,-3.09995580108497,0.809232393566175,-2.74084002392517,0.725937003384262,-2.97041446556962,0.805450750452292,-3.02042488614425,0.888797591294509,100,0.75,0.707469621886884,0.796309864069344,0.707106698230073,0.816496341130887,0.707106638621354,0.801783496858977,0.707106617353062,0.801783478853418
"45",45,-2.85491387069882,0.878036821113162,-2.91777073208422,0.666478933477728,-2.87167962488396,0.813291492401962,-3.21887582486782,1.25276296849499,100,0.75,0.540384102230815,0.665154132345703,0.707106656982176,0.866025287252895,0.577350178681107,0.707106698242118,0.7071064732342,0.801783448399298
"46",46,-2.12667770902037,-0.114562997392029,-2.19722457733622,-0.138150338480815,-2.12026353620009,-0.182321556793951,-2.17853244432406,-0.0621772449518905,100,0.75,0.38098246273317,0.588008576448053,0.447213573933406,0.730296703034342,0.408248273053244,0.605530040403608,0.408248271342238,0.605530040903389
"47",47,-1.48860151634839,-1.17014079758064,-1.6094379124341,-0.66782937257565,-1.55334844578306,-0.931558204004932,-1.63141681915288,-0.56580775818334,100,0.75,0.263420487030557,0.570625010481279,0.377964468354559,0.626783146000904,0.301511341573087,0.583874174686559,0.333333328897218,0.527046258639229
"48",48,-2.71123436031543,0.91659309659157,-2.19722457733621,0.251314428280903,-2.44234703536919,0.532804530484757,-2.50552593699072,0.653141845946235,100,0.75,0.49844347662285,0.597230501109352,0.499999975887862,0.670820366043355,0.499999965145025,0.612372401382906,0.499999961533763,0.612372399148911
"49",49,-2.03883251476596,0.091055693185102,-2.12823170584911,0.0240975515789048,-1.81237875643077,-0.510008963859446,-2.14006616349618,0.19415601444087,100,0.75,0.39016331899059,0.542440240675116,0.4472134695499,0.632455429844675,0.353553356366881,0.570087670892159,0.408248203737211,0.556348568671015
"50",50,-1.95954922332123,-0.0200239326541828,-1.6376087894008,-0.308301359654515,-1.70474809223842,-0.374693449441408,-1.86075234071501,-0.0671393028376284,100,0.75,0.376738889750968,0.514929286087617,0.377964467870706,0.556348627494504,0.353553384620023,0.517549154437865,0.377964463302616,0.51754915521343
"51",51,-3.08459023307672,0.646101651103626,-3.78418963387235,0.287682072409189,-2.87167962488396,-0.285320796265901,-3.2771447329916,0.52560941994968,100,0.75,0.66313958357772,0.895874992859077,0.999995208901483,1.4142092638122,0.577350178681107,0.912870678645652,0.707106401624061,0.912870591377007
"52",52,-2.75618132948787,0.508673998860664,-2.73002910782096,0.496436886313869,-2.7245795030534,0.447312218043645,-2.74084002392517,0.489548225318684,100,0.75,0.458833000040631,0.664392662222538,0.577350202924902,0.816496513254741,0.499999943237675,0.707106721796594,0.499999941340914,0.707106721191269
"53",53,-2.21028435159849,0.464917845349662,-2.32727770558441,0.223143551314206,-2.26176309847378,0.389960921572195,-2.10006082888257,0.114145345213558,100,0.75,0.420109985450798,0.533361779761183,0.499999970669065,0.670820359009935,0.44721357170571,0.570087688105928,0.408248273630319,0.556348619295977
"54",54,-1.72565464313071,-0.13017059976116,-2.94443897916637,0.459532329379768,-2.01490302054219,-0.0465200156349149,-1.92529086185254,-0.23419338750074,100,0.75,0.351905205179922,0.563392688473378,0.707106648140556,0.912870520822204,0.408248212219921,0.556348541700527,0.377964420877885,0.556348540311987
"55",55,-1.49525222178115,-0.122649990048306,-3.02042488614425,0.823200308808041,-1.98591548366901,0.291319762894603,-1.85238409104449,0.0400053346136995,100,0.75,0.283781406544524,0.442971418958932,0.707106617353061,0.866025256093811,0.377964460327164,0.50395261755714,0.353553381691689,0.499999988002001
"56",56,-2.52589593652134,0.531028922482617,-2.94443897916637,0.916290731874087,-2.89037175789413,1.00764051046035,-2.58399755243173,0.525609419949725,100,0.75,0.477745728730866,0.673215330267543,0.707106648140557,0.836659905403038,0.577349687045773,0.690065066692449,0.499999748763633,0.645497019853275
"57",57,-2.32164801415152,0.590781943409938,-2.48490664978799,0.757685701697506,-2.30258509299404,0.510825623765985,-2.39789527279836,0.675128675057259,100,0.75,0.462222957873339,0.559988294005868,0.577350226198632,0.677003160386803,0.499999971725298,0.591607950757661,0.499999967414831,0.591607947755692
"58",58,-2.30890970525118,0.926242848218327,-2.30258509299363,1.00330210886337,-1.77495235091166,0.00729043326267066,-2.21557371600432,0.806806499032368,100,0.75,0.406578383032922,0.517210135694158,0.499999773274693,0.600925023405914,0.316227744383362,0.492805360546317,0.408248199075644,0.507519144476855
"59",59,-2.33435662185069,0.631725669449408,-1.97408102602201,0.224881171212764,-1.79175946922805,-0.213574100298014,-2.12823170584926,0.370373788296899,100,0.75,0.447674682060766,0.53893742374671,0.447213580838344,0.570087682153394,0.353553382946586,0.5175491224935,0.447213576175925,0.547722529667397
"60",60,-2.36497206277887,0.523648280032288,-2.37490575457324,-0.227783930871124,-2.34180580614713,0.262364264467297,-2.39789527279816,0.382992252255898,100,0.75,0.414393844296936,0.567082500042597,0.499999768546832,0.866025217944057,0.447213454858365,0.605529955991672,0.447213450848733,0.605529954227852
"61",61,-1.762855513399,-0.115936655848683,-2.14006616349627,0.475058399907356,-1.67397643357167,-0.33135713595444,-1.87180217690159,0.0800427076735358,100,0.75,0.299224368379659,0.467403759849234,0.499999977974326,0.626783149561353,0.333333328219708,0.503952617424269,0.353553381276695,0.499999988005159
"62",62,-2.91904483952934,0.799992144630917,-3.0445224377233,1.25276296849525,-2.60268968544437,0.383486201389378,-3.2771447329916,1.37290728033686,100,0.75,0.525675282789394,0.67742695959272,0.707106605498694,0.816496424362768,0.49999995478408,0.670820344675361,0.707106401624061,0.80178338594382
"63",63,-1.84394062852885,0.0365206381293085,-2.16905370036952,0.534923175345047,-2.14006616349627,0.550830958379687,-1.94591014905531,0.211309093667206,100,0.75,0.341338235580197,0.481553057493768,0.499999976928162,0.612372414115574,0.408248272479976,0.516397763061936,0.377964461302419,0.503952617827648
"64",64,-1.12479769898689,-0.699435924651238,-1.63413052502433,-0.00347826437647087,-1.29276830310901,-0.4018274176654,-1.24319351747919,-0.548565951748863,100,0.75,0.214707435756453,0.411107902896377,0.353553294821507,0.517549100329553,0.267261195557778,0.427246596385813,0.258198860158865,0.437797494259974
"65",65,-2.38882161459423,-0.224847759901515,-2.03688192726104,-0.103184236235229,-2.10006082888257,-0.445470442721853,-2.19722457733621,-0.24512245803298,100,0.75,0.410175522764582,0.65137206972202,0.408248275390187,0.64549719777346,0.408248273630319,0.64549718192956,0.408248270776385,0.645497184917901
"66",66,-2.49526312229377,0.0614626966486614,-2.36712361413161,0.0898563291218586,-2.19722457733621,-0.423814246776349,-2.44234703536919,0.0628009012390285,100,0.75,0.476070115908218,0.669781575353426,0.577350233255233,0.763762570837376,0.447213573933406,0.670820344064513,0.499999965145025,0.670820348367109
"67",67,-2.14518244611575,0.182141306237271,-2.61495977803618,0.217064505237819,-2.14843441316678,-0.154150679827257,-2.28577797467766,0.181643820407454,100,0.75,0.370454009871977,0.58031865461417,0.577350215843108,0.816496516600362,0.377964456132853,0.626783137795762,0.408248267948241,0.605530041926816
"68",68,-1.97524742873344,0.0989516262696367,-2.25129179860649,0.426742506555445,-2.02438176449676,0.120144311842017,-2.06142303617711,0.200670695462101,100,0.75,0.315650797936333,0.469407046669348,0.499999973812949,0.670820366717424,0.377964414630618,0.534522434968707,0.377964412440566,0.534522434132728
"69",69,-2.44703071979856,0.724811857810229,-2.35137525716347,0.271933715483637,-2.39789527279836,0.537142932083357,-2.25129179860649,0.281851152140984,100,0.75,0.418348936111919,0.542211499195264,0.499999969600543,0.707106745616194,0.447213566354896,0.585540015243621,0.408248269082226,0.577350244693174
"70",70,-2.55504754511272,1.01775291573405,-1.92181259747619,0.163954679923819,-2.24374459297104,0.663294217410195,-2.31911439494514,0.734994290495333,100,0.75,0.409147792970036,0.522575008985416,0.408248219422501,0.605530016407267,0.377964402430293,0.534522430960273,0.408248192796962,0.540061648440955
"71",71,-3.09122057834249,0.515871496386995,-2.39789527279836,-0.0298529631496798,-2.52572864430824,-0.287682072451756,-2.83321334405618,0.327687407065451,100,0.75,0.57736969952162,0.7542131079857,0.577350231563513,0.816496526489612,0.499999960264039,0.763762530028503,0.577350186482381,0.76376252812311
"72",72,-2.39044926789372,-0.995660451157923,-2.37490575457366,-0.397682967666085,-2.24070968927595,-1.03643504371565,-2.34180580614732,-0.83624802420034,100,0.75,0.411831192594919,0.823779870667629,0.49999996851677,0.866025313246026,0.44721357244893,0.836659693423952,0.447213568693633,0.83665978597364
"73",73,-2.69109236162013,0.711162960999556,-2.19722457733621,0.169076330043932,-2.85263142991327,1.06087196068522,-2.56494935746152,0.639658495608947,100,0.75,0.500017182271883,0.619606678023583,0.499999975887862,0.67082036444365,0.57735018267838,0.677003122615941,0.499999957609584,0.626783129950652
"74",74,-3.45340657109128,1.91111523275163,-3.583518938449,1.87877084621058,-2.85263142991327,1.06087196068522,-3.2771447329916,1.62422170861776,100,0.75,0.814263537411119,0.900824949014347,0.999998114947777,1.0801217019087,0.57735018267838,0.677003122615941,0.707106401624061,0.781735614608345
"75",75,-2.75532398143659,0.807690978271249,-2.37490575457324,0.141313533066154,-2.65675690671411,0.687316260248603,-2.60268968544387,0.565807758182831,100,0.75,0.49887378284929,0.623261102725374,0.499999768546832,0.763762442050282,0.499999737500983,0.645497012649699,0.499999746166421,0.645497018215845
"76",76,-2.20268810792814,0.324784328109408,-2.5123056239761,0.720546154748049,-2.34180580614732,0.550046336919266,-2.26176309847378,0.389960921572195,100,0.75,0.405697342067054,0.538631851973701,0.57735022428854,0.690065517297969,0.447213568693633,0.570087686778683,0.44721357170571,0.570087688105928
"77",77,-2.83071486503152,-0.116705420873886,-2.30258509299404,-0.154150679827255,-2.89037175789611,0.448024722526916,-2.60268968544437,-0.127339422376592,100,0.75,0.500920132816754,0.76663597092795,0.499999971725298,0.763762566211793,0.577350174480758,0.763762521414862,0.49999995478408,0.763762536133783
"78",78,-1.7500550692382,-0.726319813423617,-2.02814824729228,-0.775212133614217,-1.89085037187228,-0.57300286871743,-1.85238409104449,-0.653141845945778,100,0.75,0.329918664700118,0.762153479930822,0.447213579248717,0.836659937789842,0.353553380864031,0.612372235537947,0.353553381691689,0.612372232849836
"79",79,-2.81639782180928,1.09941531939572,-2.44234703536919,0.866810674610776,-2.63905732961524,0.934309237376815,-2.69124308278581,1.05711255776133,100,0.75,0.499080387754264,0.605073563942141,0.499999965145025,0.645497194564708,0.499999951766237,0.612372392864435,0.499999946831606,0.61237238954184
"80",80,-2.6005222772761,1.04380138057041,-3.02042488614426,0.685049970327225,-2.70805020110219,0.965080896043584,-2.9087208965643,1.18149994847383,100,0.75,0.456537395494493,0.564282241674078,0.707106617353061,0.912870780591113,0.499999945066941,0.626783103030466,0.577350170067189,0.677003100631764
"81",81,-2.05968578279166,-0.395330556736972,-2.27726728500935,-0.312999880436459,-2.14006616349618,-0.365459773494544,-2.14006616349618,-0.365459773494544,100,0.75,0.359220385213002,0.593279389126962,0.49999977488021,0.763762429822632,0.408248203737211,0.645497139721335,0.408248203737211,0.645497139721335
"82",82,-2.33882946450345,0.550690679057112,-2.35137525716347,1.04304243751332,-2.10006082888257,0.365459773494767,-2.28238238567652,0.653141845946368,100,0.75,0.424597274435238,0.538428805492647,0.499999969600543,0.591607934078096,0.40824827363032,0.527046181232923,0.447213570959964,0.547722491266205
"83",83,-2.19547901847453,0.297801264568735,-2.89037175789611,0.351397886837848,-2.77258872223975,0.90078654533816,-2.44234703536919,0.399273137860236,100,0.75,0.459870591993284,0.573693466175476,0.707106665192347,0.912870809674256,0.577350196828065,0.677003133810759,0.499999965145025,0.626783134213124
"84",84,-2.65795391863879,0.416655633448972,-2.53897387105686,0.775385278795503,-2.54553127160395,0.445470442721381,-2.58399755243173,0.525609419949726,100,0.75,0.462053131109546,0.626435674797452,0.577349783685751,0.707106380049687,0.499999753556575,0.645497022827195,0.499999748763633,0.645497019853275
"85",85,-2.28466660518677,0.76997112580817,-2.86220088092942,1.01637419043114,-2.21557371600432,0.488352767913833,-2.34180580614732,0.667829372575656,100,0.75,0.425661308334325,0.544279925336715,0.707106672814853,0.816496454801709,0.408248199075644,0.54006165160157,0.447213568693633,0.55777331710916
"86",86,-2.29537568826642,-0.016397613891714,-2.15176220325946,-0.45092748218491,-2.43361335540044,0.281851152140983,-2.25129179860649,-0.123613955967174,100,0.75,0.383659016867234,0.60596956737903,0.447213575424514,0.836659961759939,0.447213564737744,0.632455496086024,0.408248269082225,0.645497186458163
"87",87,-2.25673764798119,0.190148422650963,-1.87180217690154,-0.463572738915492,-2.1202635362,-8.4048665826305e-14,-2.17853244432397,0.120144311841971,100,0.75,0.403932861131832,0.580438419412044,0.408248223637167,0.707106714616289,0.408248205003782,0.577350196449058,0.408248201335574,0.577350195089163
"88",88,-2.6896807350914,0.249075274784585,-3.93182563253099,1.88413278916574,-2.97892515523752,0.651647449653114,-3.02852209637687,0.77723029777038,100,0.75,0.49610796725342,0.73807300455486,0.999990168021829,1.11802518635117,0.577350150065089,0.763762506574685,0.577350132271474,0.763762495182133
"89",89,-1.70351587022428,-0.642841130556883,-2.12026353620009,-0.202124184089944,-1.76766191764897,-0.700437613822422,-2.00148000020999,-0.195744577126164,100,0.75,0.351319519765152,0.540146494843813,0.577350244567292,0.730296638563378,0.377964431927329,0.585539902487383,0.44721348008625,0.585539911666325
"90",90,-2.60211013166359,0.806167722627951,-2.19722457733583,0.405465108109228,-3.09104245335815,1.46358603542189,-2.42036812864999,0.610259520754099,100,0.75,0.498974390295814,0.595825187327928,0.499999780156782,0.626782801029629,0.707106579064813,0.76870586855421,0.4999997652672,0.60092493868561
"91",91,-2.1305270181612,0.0380889717297315,-2.25129179860649,0.223143551314343,-2.15948424935337,0.0800427076736142,-2.15948424935337,0.0800427076736149,100,0.75,0.376578646334112,0.56431199534268,0.499999973812949,0.670820295180574,0.408248271909867,0.577350197544128,0.408248271909867,0.577350197544128
"92",92,-2.25424168600432,-0.0523509135033255,-1.82454929205105,-0.121360857004267,-2.28238238567652,0.296466902007511,-2.03688192726104,-0.160342650075177,100,0.75,0.385248066174445,0.567435813382125,0.447213584979201,0.605530054524283,0.447213570959965,0.585540016840154,0.408248275390187,0.577350244609778
