"","rep","our_beta0","our_beta1","our_beta2","cc_beta0","cc_beta1","cc_beta2","naive_beta0","naive_beta1","naive_beta2","gs_beta0","gs_beta1","gs_beta2","n","q","our_beta0_se","our_beta1_se","our_beta2_se","cc_beta0_se","cc_beta1_se","cc_beta2_se","naive_beta0_se","naive_beta1_se","naive_beta2_se","gs_beta0_se","gs_beta1_se","gs_beta2_se"
"1853",1853,-2.62016486561326,0.631519236905631,0.66280969157229,-3.03960648684177,0.50029839692064,0.970990820215423,-2.66378284033909,0.488134087020563,0.760511777255931,-2.70080121414664,0.54406027234978,0.750777779820092,100,0.75,0.738464746918267,0.887708522174029,0.295740308986763,1.00245145255748,1.131473304851,0.431694457075767,0.707210220069755,0.826630736455098,0.341862264545041,0.707137476970047,0.822866324658479,0.337780708450184
"1854",1854,-2.4721062145887,0.599076174171063,0.0520717846028789,-3.25681652510459,1.58264252895269,-0.0479508108689716,-2.12656028509016,0.115376208751022,0.190931236845313,-2.49146702153447,0.640181055417702,0.073800933548633,100,0.75,0.627444840886611,0.781631529821527,0.325612330707785,1.04456003470909,1.14816664044341,0.375455171945048,0.541021619509019,0.708532035103916,0.342417679748432,0.613966160929182,0.740463784398414,0.334211276143227
"1855",1855,-20.5446617496884,18.1542778740502,0.50524363604825,-20.9347807836893,17.7641584012307,0.688585037400829,-19.874647631018,17.1820722676318,0.55815339191218,-20.9897451076924,18.3607076906518,0.571972707455212,100,0.75,4653.16250672382,4653.16254977083,0.363562675134419,4284.67310901018,4284.67323287924,0.656861585726373,2277.54932137443,2277.54944671922,0.454327075017507,3608.4255924994,3608.42565087872,0.434972439549566
"1856",1856,-3.46183193227518,1.2708336068982,0.284539503559036,-3.20926631979216,1.35931560787103,0.198963569662481,-3.22318575913947,1.12197487221927,0.259070279639733,-3.44138979398133,1.42268317492916,0.250643383273474,100,0.75,1.00393137329948,1.08429699105021,0.289848849280643,1.00753691277989,1.10895988262547,0.330955016479197,1.0111913374958,1.10781646355882,0.309733012039066,1.00238000481088,1.08193047607046,0.306505548419965
"1857",1857,-2.81489039394501,1.10702753101574,0.195250941661698,-2.35796138807808,0.216187012216605,0.749179689620967,-3.23448390110185,1.48370643913093,0.275561537836453,-2.63615961809947,0.783715657620495,0.391055575874104,100,0.75,0.72924847568337,0.842914356080691,0.296484566055235,0.711321740686337,0.891222093985493,0.414456446245615,1.02518923020024,1.12744612936642,0.342858642309611,0.71766772354111,0.838071544547798,0.330412735665947
"1858",1858,-2.03175333941228,-0.330463128658367,0.557377908681701,-1.99138563994612,-0.152062869541011,0.45887172670186,-1.89514908259398,-0.431896169048024,0.554212083808097,-2.04501750885075,-0.220784883660545,0.506721155193357,100,0.75,0.514152370145958,0.694526743906497,0.322867543871634,0.744166909779197,0.918356782279864,0.440829313976267,0.605873286504422,0.789487109980622,0.367312698938823,0.603860195814046,0.784910397706634,0.368130414225167
"1859",1859,-2.00217555109694,-0.636957437992755,0.0605566746778475,-2.22821797135163,-0.637794030446526,0.331338055463341,-2.0915272917635,-0.623796013173818,0.185478300929166,-2.10710870442731,-0.593694238501398,0.165513864134942,100,0.75,0.409697175294009,0.664936478620979,0.38817021498562,0.616271944326007,0.97169841157145,0.49619708622443,0.479306104809234,0.769893950819924,0.429886695859163,0.474516912284531,0.755169306985714,0.427581425189682
"1860",1860,-2.6602637440855,-0.781980505190731,0.419224854718325,-2.17985669328704,-0.89228600936554,0.488217991829005,-2.58836782322669,-0.439580413414892,0.357957757553255,-2.38324491391135,-0.9519314313634,0.489052030157463,100,0.75,0.601240824587792,1.0030247437522,0.454403006830423,0.589184154766036,0.97032288038213,0.481047685001612,0.808945774443962,1.19829301797882,0.529466873113537,0.596965649871345,1.00654950754383,0.474053657698306
"1861",1861,-2.02976004591211,-0.591499765573106,0.363543589013277,-1.86036348515367,-0.887265116257469,-0.00660494752209385,-2.58917154081842,0.440622244775377,-0.130834579566412,-1.76518265718238,-1.12969972497491,0.323215661453185,100,0.75,0.465089743672125,0.76691837810175,0.373155148536205,0.513385310086627,0.88083244787827,0.407807950459997,0.674940302450602,0.875714867809742,0.413537625050849,0.434141748694204,0.778758724756429,0.39499946668121
"1862",1862,-2.85925040058942,1.29037912077225,0.237731838661126,-2.43898051534477,1.02475607260365,0.237464698375878,-2.40090870814072,0.627115753558218,0.37171858057605,-2.63763063317734,1.04987288654655,0.267237356543774,100,0.75,0.585646286310471,0.733805033409246,0.29946177243249,0.588543762530011,0.749508814463441,0.312224590005249,0.593303374447334,0.743765414151043,0.303477345428053,0.588234910468391,0.73006583751356,0.306147290462164
"1863",1863,-2.27001697849835,0.407628409931899,0.121766505109621,-2.11321895604869,0.362395460048352,-0.0678428766087526,-2.03781120872975,0.106635327575847,0.11359565262953,-2.18373817973677,0.362610804534441,0.0509121040404959,100,0.75,0.499777348442702,0.708870782628573,0.29367681367761,0.613679285304614,0.84308418423638,0.356635696450626,0.505056058327703,0.706866683929956,0.31248745116645,0.490533416634865,0.674884956193364,0.30018895600729
"1864",1864,-3.18608475297485,1.42730370372815,-0.210848302292764,-2.87507968636638,1.21938896198232,-0.212291954644158,-2.35567956177963,0.324673049306885,0.0173965242627024,-3.10322271439578,1.40301314759044,-0.204249282570517,100,0.75,0.744055011050239,0.85776808809517,0.356338408157598,0.752199216622725,0.898094916073857,0.368826161459431,0.62631805929718,0.793979283379432,0.371874734289656,0.73676049981547,0.845974416404132,0.352771577509223
"1865",1865,-3.82042725509772,0.184597195691612,0.682895000930653,-3.42781883941739,-0.892971289012001,1.00031452959514,-3.00797437713349,-1.38945411768473,1.19964725909825,-3.60833204744606,-0.289381191716925,0.83348206997427,100,0.75,1.0069152054704,1.28671156928184,0.602012538243687,1.14791387067334,1.41593712574328,0.792741394034123,1.01506305971804,1.63533985382775,0.838399364547765,1.01868389252616,1.28208521570295,0.683748196632215
"1866",1866,-1.9748207300952,-1.50239291922029,0.733800965727834,-1.99536196535975,-1.89674335215652,1.15663034540664,-1.92424442015115,-1.71747145811933,0.947908839997147,-2.42773286196197,-0.714484949369983,0.614869811953487,100,0.75,0.566461927889265,1.14551304408999,0.464591286377745,0.71815329492403,1.31875333574068,0.513622224504439,0.617362869500927,1.1474361796897,0.47037932674035,0.57735817416306,0.853599037893911,0.373118544520298
"1867",1867,-2.70904696339095,1.29321520167462,-0.147695314169558,-1.99966941768078,-0.114421361576976,0.0502164231369835,-2.92701594869088,1.47591033909884,-0.27210866111076,-2.45954640388343,0.855621383471547,-0.105815553729553,100,0.75,0.588702712360117,0.713502810388346,0.262661942809927,0.610430386697793,0.910526287118334,0.374390573072994,0.698868274358988,0.834742632741781,0.314440711307103,0.592942141515422,0.751421979569187,0.298899908089416
"1868",1868,-2.26687689715275,0.43805810157459,0.361322794475292,-2.46031442598625,0.787804396833118,0.248913809198786,-1.85489366195989,-0.114124617758533,0.435578349513942,-2.29866434903868,0.524921989607809,0.316395128379872,100,0.75,0.547662722092006,0.669191047156571,0.27857036416863,0.714870415056871,0.812836344386142,0.323657415852711,0.514602544005836,0.667278504496393,0.31000543483044,0.583572820827388,0.690374126053128,0.298279988919187
"1869",1869,-1.64072129555359,-0.153646396200666,0.250887405902583,-1.39367674080372,-0.475781066142788,0.429199075530454,-1.59029045860303,-0.205480838687992,0.301945201006669,-1.62008145145839,-0.158657663382786,0.284812636057629,100,0.75,0.450374797695907,0.617495861710492,0.289587663059267,0.50005138849018,0.714326182433944,0.352473254587784,0.472148433579209,0.654698319850147,0.319308863475074,0.461155291850562,0.631946920062858,0.309258836688469
"1870",1870,-2.07419720305431,-0.36173616013885,0.05889654902281,-2.18902907723545,-0.673545030456661,0.637649334277981,-2.62478442200029,0.396092868192178,0.126835967208785,-2.07666340278746,-0.457488083862415,0.293296147680417,100,0.75,0.499182322554549,0.753559320414012,0.296834735674833,0.606998214464665,0.772563545221126,0.309914206096709,0.776472802786328,0.963862728556761,0.361766672077199,0.503170063520895,0.695783623589705,0.298971366572523
"1871",1871,-1.77164699237778,-1.0545093523094,0.571372347809678,-1.8601493847951,-1.0784379306818,-0.0717200476691532,-1.48051553643391,-1.54711809648112,0.608074550401495,-1.81580910946066,-0.885928618109831,0.339255821216779,100,0.75,0.342186349052894,0.67638557204522,0.28705081262469,0.479269975710434,0.921711969682213,0.420167167385242,0.418679392736293,0.818268980676896,0.407106277420753,0.395709387528738,0.717510634379922,0.357563092555595
"1872",1872,-3.04193948253797,0.213206604825273,-0.280468741669219,-2.46481210657371,0.103907450962096,-0.287893083487352,-2.43988003188459,-0.36712464068646,-0.110742205350622,-2.83301280012434,0.236263695187602,-0.301594431315373,100,0.75,0.747342371324214,0.99432233747193,0.495499040260826,0.728004353138872,0.959370211676747,0.493407961947587,0.753743028553131,1.00391951581046,0.495762511736876,0.733304300107953,0.96874093561611,0.492844188160145
"1873",1873,-2.30050842866996,0.0177665728035021,-0.106307173499122,-2.28574638961621,0.328525851351472,-0.343980297411198,-2.2001556611673,0.0054792177498154,-0.169460112587008,-2.24018258195935,0.0687879819379171,-0.18512319395307,100,0.75,0.540926392155034,0.708822378706318,0.346920413056202,0.574533703522152,0.749867072077282,0.430831377361164,0.541093535024733,0.703246861363149,0.367671960415488,0.543987380195166,0.708607000519958,0.371542070241397
"1874",1874,-3.20864034791599,1.2554943606179,-0.0914149323762014,-2.61666361335299,0.753321338471202,-0.0772949947497458,-2.90571910700292,0.945290910089745,-0.0720102115226066,-2.89888155235906,0.935849150144551,-0.0628022919577346,100,0.75,0.731570611802846,0.817852636656561,0.336161884813148,0.772032451270882,0.902011136569828,0.452836122814455,0.745890364216327,0.843687992124725,0.384081846266611,0.742322959984957,0.838393220960433,0.379100871078089
"1875",1875,-2.9978874554168,0.781495688628991,-0.42022347357913,-2.12165567525495,-0.10272677975476,0.020018856250028,-3.72042422363278,1.84936742013529,-0.53891193614363,-2.58691753839108,0.367609306047547,-0.229676856792383,100,0.75,0.618613190345318,0.713623891283901,0.29979242276324,0.590475324860444,0.784439402279752,0.344991758339423,0.825942052370627,0.877600968085604,0.312581424765789,0.617352512815558,0.755840827555559,0.323268784165673
"1876",1876,-1.78614133544482,-0.537527311176272,0.430894490039808,-2.15520142868671,-0.226728027949573,0.0603104024257316,-1.57885084427591,-0.937210178648068,0.475746068330365,-1.92856879036111,-0.365616847719459,0.283633352082214,100,0.75,0.413334466401385,0.62950193440717,0.307855468210213,0.570596575676419,0.860007585438574,0.412897607262677,0.490972524047657,0.74722484966993,0.379061903736545,0.46637955011749,0.673219273250091,0.341794941922967
"1877",1877,-2.31496665437889,0.131371933209437,0.630602809243257,-2.49396388306435,-0.333250846675644,0.76031381607358,-2.33314658773706,-0.0788851097836295,0.663966422403497,-2.39657459060299,0.0247497199440987,0.638013577306642,100,0.75,0.532625055733517,0.714519855833611,0.35449520093001,0.709179098444689,0.988751708328311,0.529224280619713,0.588905147111034,0.789693465993613,0.414431058002636,0.585983941607785,0.777701570956423,0.409407624008247
"1878",1878,-2.23550826312684,0.65176071448111,-0.018069606388987,-1.93775859505445,0.575234887840423,-0.259334180120374,-1.21726590753631,-0.656275702989951,0.164091616658042,-2.05638308869189,0.554827428435326,-0.100112719883681,100,0.75,0.538399310444021,0.65983647208107,0.234080700637991,0.559808549136951,0.662296677421964,0.305298991750065,0.44510530343674,0.599113971586544,0.250042417142334,0.54013813511666,0.652741064927471,0.258094666411217
"1879",1879,-2.35130292170197,0.290354255242171,0.450103689960933,-2.30537816738052,0.0468084660864871,0.708885913120651,-2.72222381462501,0.745921371340721,0.40971098375823,-2.42422178470492,0.354975837662232,0.507424031466864,100,0.75,0.539390839349455,0.683535804158636,0.346988732585502,0.71183817739682,0.906150799592114,0.457966107809728,0.732386159781282,0.871095076738667,0.411503111753942,0.585268604160412,0.733968912599899,0.391106118002309
"1880",1880,-2.57356267999778,0.595988410036731,0.240854452634379,-2.12232816018812,0.0916361981221435,0.552014867292522,-2.31932857897982,0.304117963846644,0.359623256703928,-2.10626607212178,-0.0287950546411524,0.442887347439771,100,0.75,0.6077020341602,0.751168339219136,0.286614233278322,0.585328003714076,0.776510531005673,0.364808388712453,0.617632209023375,0.809776398430378,0.337783247460943,0.512926739067592,0.699225898449107,0.313523222868078
"1881",1881,-1.92771798951943,-1.10643657495173,0.245014418847108,-1.70825704637554,-1.10356813553052,0.23183341044839,-1.86858040488813,-0.886494828625523,0.252384732802519,-1.68994701814253,-1.52642776324115,0.336136042073915,100,0.75,0.455331851023116,0.762978147884645,0.375592756372422,0.471700950555805,0.809695169101712,0.385288683375882,0.571898115860889,0.857616196765991,0.441297063232433,0.41799669851929,0.775651247050747,0.378963648698906
"1882",1882,-2.52123065968363,-0.271235804719305,0.543081878421816,-2.88788232722136,0.365389015249801,0.74613573883482,-2.51837590687952,-0.229876105238737,0.670851071095773,-2.6199561090665,-0.0691171341738399,0.631400928161472,100,0.75,0.648549392462733,0.979686616532439,0.414751096204123,1.02062650664173,1.3047183512433,0.460152356306917,0.748801104677463,1.03888841350187,0.427185030048807,0.743982016634028,1.02616493598089,0.426219759527606
"1883",1883,-2.21407152870219,0.552260350541917,0.28337904132743,-1.93437666396335,0.436479522052506,0.27723074526316,-2.45108589631474,0.966238858913644,0.186962335077712,-2.18495044231952,0.621069422497263,0.261412623100437,100,0.75,0.524735511322766,0.689468318701726,0.266991157339653,0.597155659977003,0.751333009444599,0.331917522346022,0.610545998141708,0.732535805387956,0.290551938720708,0.524264189054724,0.660503269348862,0.281241543030706
"1884",1884,-2.41095540424807,0.388408422961364,-0.227537316760973,-2.18190819827837,-0.266467836624652,0.0759933416713925,-2.1859235997452,-0.0416121445074981,-0.0576534090093446,-2.36960278880918,0.239306678281929,-0.135293318821365,100,0.75,0.553154652868557,0.691467822507168,0.361325571983089,0.662526138146238,0.923196906114414,0.490834866454713,0.597762605933649,0.762591160290151,0.405359183348766,0.572431663991144,0.723472070511263,0.386365647292115
"1885",1885,-2.68267493519518,0.413738068761125,0.497698374628198,-2.54874171817347,0.386200592635921,0.341549744586338,-2.39174070014561,-0.0254569680402604,0.519915484706152,-2.60909832790244,0.348847644348212,0.442647614841029,100,0.75,0.571706792216708,0.761348091180531,0.352015240316219,0.582255796708085,0.822041149311705,0.397818349788496,0.595168529631792,0.82517324026573,0.39547234174342,0.579716897241249,0.753668082314449,0.367008855097192
